Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
238202463.0,238202463.0,290540000.0,297391000.0,199525000.0,492256000.0,175614000.0,199525000.0,6820000.0,201685000.0,330960000.0,201685000.0,201685000.0,-36517000.0,,,238202000.0,238202000.0,588012000.0,140679000.0,136095000.0,6820000.0,129275000.0,4584000.0,447333000.0,505000.0,161296000.0,161296000.0,,1341000.0,217291000.0,,0.0,217291000.0,789697000.0,166750000.0,1192000.0,,12699000.0,12699000.0,2160000.0,,,118681000.0,,118681000.0,0.0,118681000.0,,,,,622947000.0,22145000.0,,,281259000.0,,,,,43000.0,2310000.0,312383000.0,,,4807000.0,4776000.0,31000.0,,2024-03-31
238202463.0,238202463.0,274107000.0,295628000.0,255038000.0,531680000.0,172860000.0,255038000.0,21473000.0,257525000.0,348644000.0,257525000.0,257525000.0,19323000.0,,,238202000.0,238202000.0,599752000.0,115748000.0,112592000.0,21473000.0,91119000.0,3156000.0,484004000.0,677000.0,183036000.0,183036000.0,,4688000.0,218934000.0,,,218934000.0,857277000.0,200413000.0,5585000.0,,11533000.0,11533000.0,2487000.0,,,180808000.0,,180808000.0,246000.0,180562000.0,,,,,656864000.0,18797000.0,,,304776000.0,,,,,247000.0,2789000.0,327180000.0,,,3075000.0,3027000.0,48000.0,,2023-09-30
238202463.0,238202463.0,260187000.0,270426000.0,297632000.0,561926000.0,150280000.0,297632000.0,10168000.0,301668000.0,327418000.0,301668000.0,301668000.0,63466000.0,-490322000.0,263903000.0,238202000.0,238202000.0,550252000.0,39074000.0,35918000.0,10168000.0,25750000.0,3156000.0,511178000.0,604000.0,234508000.0,234508000.0,34752000.0,724000.0,241314000.0,22982000.0,0.0,218332000.0,851920000.0,190462000.0,3977000.0,1849000.0,8510000.0,8510000.0,4036000.0,3737000.0,299000.0,172090000.0,-209520000.0,381610000.0,0.0,57172000.0,295489000.0,7134000.0,21815000.0,0.0,661458000.0,14525000.0,2981000.0,8765000.0,297761000.0,3744000.0,24585000.0,96797000.0,172635000.0,562000.0,9544000.0,341774000.0,-8622000.0,350396000.0,71000.0,2981000.0,71000.0,71000.0,2023-03-31
