Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-37301.737895,0.068193,4093929000.0,-547000.0,-547000.0,2064473000.0,824887000.0,4458941000.0,4093382000.0,3268495000.0,-528226000.0,528226000.0,,2064982698.262105,2061885000.0,8672377000.0,,,,,2061885000.0,2061885000.0,0.0,2061885000.0,-488928000.0,2550813000.0,-2588000.0,2553401000.0,186868000.0,2740269000.0,2884486000.0,0.0,,-528226000.0,528226000.0,,566672000.0,4213436000.0,2845100000.0,824887000.0,824887000.0,4780108000.0,4458941000.0,9239049000.0,9239049000.0,2024-03-31
370131300.0,0.3,4676624000.0,1233771000.0,1233771000.0,3286518000.0,805538000.0,3900058000.0,5910395000.0,5104857000.0,-463538000.0,463538000.0,0.0,2422878300.0,3282075000.0,5105893000.0,145224558.0,145224558.0,22.6,22.6,3282075000.0,3282075000.0,0.0,3282075000.0,-1368222000.0,4650297000.0,-4443000.0,4654740000.0,-13421000.0,4641319000.0,-529671000.0,1158005000.0,-1158005000.0,-463538000.0,463538000.0,0.0,4193591000.0,1205835000.0,-119863000.0,805538000.0,805538000.0,5399426000.0,3900058000.0,9299484000.0,9299484000.0,2023-12-31
-13238504.395731,0.145649,4080092000.0,-90893000.0,-90893000.0,1477902000.0,779789000.0,4588811000.0,3989199000.0,3209410000.0,-953471000.0,953471000.0,0.0,1555556495.604269,1482802000.0,6444522000.0,145372745.0,145372745.0,10.2,10.2,1482802000.0,1482802000.0,0.0,1482802000.0,-449461000.0,1932263000.0,4900000.0,1927363000.0,328576000.0,2255939000.0,398180000.0,,,-953471000.0,953471000.0,0.0,2775333000.0,1855711000.0,470831000.0,779789000.0,779789000.0,4631044000.0,4588811000.0,9219855000.0,9219855000.0,2023-09-30
41807068.16,0.25168,5557503000.0,166112000.0,166112000.0,2600796000.0,776891000.0,4512497000.0,5723615000.0,4946724000.0,-800760000.0,800760000.0,,2476491068.16,2610552000.0,5685404000.0,145111284.0,145111284.0,17.99,17.99,2610552000.0,2610552000.0,0.0,2610552000.0,-816852000.0,3427404000.0,9756000.0,3417648000.0,728316000.0,4145964000.0,195078000.0,,,-800760000.0,800760000.0,,4737374000.0,1172907000.0,-185995000.0,776891000.0,776891000.0,5910281000.0,4512497000.0,10422778000.0,10422778000.0,2023-06-30
194005500.0,0.3,3926673000.0,646685000.0,646685000.0,2487436000.0,782680000.0,3843730000.0,4573358000.0,3790678000.0,1366598000.0,818784000.0,,2034756500.0,2466573000.0,5807730000.0,,,,,2466573000.0,2466573000.0,0.0,2466573000.0,-948175000.0,3414748000.0,-20863000.0,3435611000.0,-463717000.0,2971894000.0,-2862849000.0,102015000.0,,1366598000.0,818784000.0,,2808433000.0,1964000000.0,-687175000.0,782680000.0,777302000.0,4772433000.0,3843730000.0,8616163000.0,8616163000.0,2023-03-31
,,,,,,,,,,,,343420000.0,,,,145253408.0,145253408.0,16.87,16.87,,,,,,,,,,,,0.0,,,,343420000.0,,,,,,,,,,2022-12-31
0.0,0.160011,6259677000.0,0.0,0.0,3559952000.0,860919000.0,5008317000.0,6259677000.0,5398758000.0,-85913000.0,85913000.0,,3559952000.0,3556543000.0,7184842000.0,145105794.0,145105794.0,24.51,24.51,3556543000.0,3556543000.0,0.0,3556543000.0,-902781000.0,4459324000.0,-3409000.0,4462733000.0,850112000.0,5312845000.0,359930000.0,0.0,,-85913000.0,85913000.0,,5038828000.0,2176525000.0,658049000.0,860919000.0,860919000.0,7215353000.0,5008317000.0,12223670000.0,12223670000.0,2024-06-30 00:00:00
