Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-9142101.257688,0.324879,1861570000.0,-28140000.0,-28140000.0,1197590000.0,97570000.0,3660720000.0,1833430000.0,1735860000.0,1216587898.742312,1197590000.0,4092870000.0,,,,,1197590000.0,1197590000.0,0.0,1197590000.0,1197590000.0,1197590000.0,576300000.0,1773890000.0,66170000.0,-667490000.0,667490000.0,1735860000.0,432150000.0,334580000.0,97570000.0,97570000.0,2168010000.0,3660720000.0,5828730000.0,5828730000.0,2024-03-31
5959065.633616,0.040626,1059460000.0,146680000.0,146680000.0,1245670000.0,92220000.0,3548010000.0,1206140000.0,1113920000.0,1104949065.633616,1245670000.0,4025220000.0,144677120.0,144677120.0,8.61,8.61,1245670000.0,1245670000.0,0.0,1245670000.0,1245670000.0,1245670000.0,52750000.0,1298420000.0,37820000.0,-524630000.0,524630000.0,1113920000.0,477210000.0,384990000.0,92220000.0,92220000.0,1591130000.0,3548010000.0,5139140000.0,5139140000.0,2023-12-31
93865367.729074,0.251988,-36190000.0,372500000.0,372500000.0,945570000.0,74140000.0,2189160000.0,336310000.0,262170000.0,666935367.729074,945570000.0,2851880000.0,,,,,945570000.0,945570000.0,0.0,945570000.0,945570000.0,945570000.0,318540000.0,1264110000.0,-103600000.0,-93190000.0,93190000.0,942320000.0,662720000.0,-25020000.0,74140000.0,73660000.0,1605040000.0,2189160000.0,3794200000.0,3794200000.0,2023-03-31
2520001.865297,0.184076,709070000.0,13690000.0,13690000.0,568650000.0,69820000.0,2455520000.0,722760000.0,652940000.0,557480001.865297,568650000.0,2772030000.0,170492176.0,170492176.0,3.335344,3.335344,568650000.0,568650000.0,0.0,568650000.0,568650000.0,568650000.0,128290000.0,696940000.0,30320000.0,-363170000.0,363170000.0,652940000.0,316510000.0,246690000.0,69820000.0,69820000.0,969450000.0,2455520000.0,3424970000.0,3424970000.0,2022-12-31
-80959084.600741,0.227458,2246470000.0,-355930000.0,-355930000.0,1132230000.0,101800000.0,3722710000.0,1890540000.0,1788740000.0,1407200915.399259,1132230000.0,4185460000.0,170516566.0,170516566.0,6.64,6.64,1132230000.0,1132230000.0,0.0,1132230000.0,1132230000.0,1132230000.0,333360000.0,1465590000.0,32780000.0,-760560000.0,760560000.0,1788740000.0,462750000.0,360950000.0,101800000.0,101800000.0,2251490000.0,3722710000.0,5974200000.0,5974200000.0,2024-06-30 00:00:00
100507529.504864,0.252493,1369120000.0,398060000.0,398060000.0,1095740000.0,85310000.0,3077210000.0,1767180000.0,1681870000.0,798187529.504864,1095740000.0,3702690000.0,,,,,1095740000.0,1095740000.0,0.0,1095740000.0,1095740000.0,1095740000.0,370120000.0,1465860000.0,2840000.0,-397450000.0,397450000.0,1011760000.0,625480000.0,104910000.0,85310000.0,84890000.0,1637240000.0,3077210000.0,4714450000.0,4714450000.0,2023-09-30 00:00:00
31964329.310682,0.252623,1092030000.0,126530000.0,126530000.0,956830000.0,79270000.0,2989180000.0,1218560000.0,1139290000.0,862264329.310682,956830000.0,3321070000.0,170492176.0,170492176.0,5.612164,5.612164,956830000.0,956830000.0,0.0,956830000.0,956830000.0,956830000.0,323420000.0,1280250000.0,14430000.0,-200130000.0,200130000.0,1139290000.0,331890000.0,252620000.0,79270000.0,79270000.0,1471180000.0,2989180000.0,4460360000.0,4460360000.0,2023-06-30 00:00:00
