Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS
-5537379.178779,0.33621,419610000.0,-16470000.0,-16470000.0,218600000.0,29180000.0,3406050000.0,403140000.0,373960000.0,-61520000.0,43720000.0,4460000.0,229532620.821221,218600000.0,3673950000.0,-90000.0,218600000.0,218600000.0,0.0,218600000.0,-610000.0,219210000.0,219210000.0,111030000.0,330240000.0,12410000.0,-16470000.0,11180000.0,5290000.0,-61520000.0,22260000.0,43720000.0,4460000.0,413360000.0,267900000.0,1820000.0,29180000.0,50000.0,29130000.0,279480000.0,236460000.0,43020000.0,-90000.0,681260000.0,3406050000.0,4087310000.0,4087310000.0,2023-03-31,,,,
0.0,0.050407,167860000.0,0.0,0.0,42260000.0,31230000.0,1302770000.0,167860000.0,136630000.0,-81280000.0,81280000.0,,42260000.0,42260000.0,1557100000.0,,42260000.0,42260000.0,0.0,42260000.0,-10300000.0,52550000.0,52560000.0,2790000.0,55350000.0,28520000.0,0.0,,,-81280000.0,,81280000.0,,110020000.0,254330000.0,211050000.0,31230000.0,,31230000.0,,,,,364350000.0,1302770000.0,1667120000.0,1667120000.0,2024-06-30 00:00:00,301857143.0,301857143.0,0.14,0.14
474743.821579,0.179827,406820000.0,2640000.0,2640000.0,287500000.0,32190000.0,2802270000.0,409460000.0,377270000.0,-54260000.0,28880000.0,,285334743.821579,287500000.0,2892510000.0,,287500000.0,287500000.0,0.0,287500000.0,-8610000.0,285750000.0,285740000.0,62650000.0,348390000.0,-18900000.0,2640000.0,,,-54260000.0,,28880000.0,,350050000.0,90240000.0,-252740000.0,32190000.0,,32110000.0,,,,,440290000.0,2802270000.0,3242560000.0,3242560000.0,2023-09-30 00:00:00,,,,
0.0,0.3,168950000.0,0.0,0.0,35860000.0,28610000.0,2251280000.0,168950000.0,140340000.0,-59720000.0,59720000.0,,35860000.0,35860000.0,2527560000.0,,35860000.0,35860000.0,0.0,35860000.0,2160000.0,44060000.0,44060000.0,36560000.0,80620000.0,25250000.0,0.0,,,-59720000.0,,59720000.0,,135270000.0,276280000.0,258740000.0,28610000.0,,28610000.0,,,,,411550000.0,2251280000.0,2662830000.0,2662830000.0,2023-06-30 00:00:00,300000000.0,300000000.0,0.119533,0.119533
