Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
81500000.0,81500000.0,2299456000.0,2415393000.0,624543000.0,3978219000.0,-152047000.0,624543000.0,15091000.0,1577917000.0,1658200000.0,1594696000.0,16779000.0,1577917000.0,1414917000.0,,,163000000.0,163000000.0,3048981000.0,531721000.0,,,,0.0,87062000.0,6779000.0,80283000.0,301503000.0,2517260000.0,12246000.0,,2328331000.0,8312000.0,2320019000.0,60233000.0,14214000.0,101494000.0,,,0.0,101494000.0,4643677000.0,2278465000.0,-55581000.0,,,9274000.0,24148000.0,,24148000.0,,,223046000.0,953374000.0,953374000.0,111401000.0,,111401000.0,0.0,111401000.0,,,,2365213000.0,18595000.0,,,568093000.0,,,,1268550000.0,509975000.0,409129000.0,100846000.0,,,2024-03-31
81500000.0,81500000.0,4358103000.0,4602000000.0,-1646120000.0,4069271000.0,-2384836000.0,-1646120000.0,8305000.0,-524424000.0,-232889000.0,-508525000.0,15899000.0,-524424000.0,-687424000.0,,,163000000.0,163000000.0,5260529000.0,846084000.0,,,16946000.0,,291535000.0,0.0,291535000.0,374159000.0,4414445000.0,10579000.0,,4310465000.0,8305000.0,4302160000.0,1109000.0,9834000.0,81715000.0,,,0.0,81715000.0,4752004000.0,2722395000.0,5963000.0,,,258695000.0,23394000.0,,23394000.0,,,224030000.0,1121696000.0,1121696000.0,95480000.0,,95480000.0,6949000.0,88531000.0,,,,2029609000.0,443156000.0,,,542226000.0,,,,512539000.0,531688000.0,296096000.0,235592000.0,,,2023-09-30
81500000.0,81500000.0,7585236000.0,8195522000.0,-5137193000.0,4321502000.0,-5878377000.0,-5137193000.0,28097000.0,-3845923000.0,-3655656000.0,-3838565000.0,7358000.0,-3845923000.0,-4003251000.0,-6065467000.0,709981000.0,163000000.0,163000000.0,9021203000.0,885736000.0,-1000.0,0.0,142000.0,,210059000.0,19792000.0,190267000.0,491950000.0,8135467000.0,5142000.0,0.0,7985463000.0,8305000.0,7977158000.0,9834000.0,9834000.0,130099000.0,5299000.0,89000.0,0.0,124711000.0,5182638000.0,2925549000.0,1000.0,19459000.0,7309000.0,258695000.0,1943000.0,85000.0,1858000.0,315000.0,315000.0,225013000.0,1291270000.0,1291270000.0,130628000.0,-115678000.0,246306000.0,6949000.0,123680000.0,181642000.0,57715000.0,0.0,2257090000.0,-1000.0,195000.0,19983000.0,520479000.0,2591000.0,517888000.0,325722000.0,508279000.0,882433000.0,300244000.0,582189000.0,335000000.0,247189000.0,2023-03-31
