Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,16413000.0,0.0,0.0,27282000.0,1258000.0,23479000.0,16413000.0,15155000.0,27282000.0,27282000.0,36071000.0,,,,,27282000.0,27282000.0,0.0,27282000.0,27282000.0,0.0,27282000.0,-31000.0,27251000.0,12095000.0,0.0,15155000.0,12592000.0,11334000.0,1258000.0,1258000.0,27747000.0,23479000.0,51226000.0,51226000.0,2024-03-31
0.0,0.0,-11071000.0,0.0,0.0,-3573000.0,1152000.0,22210000.0,-11071000.0,-12223000.0,-3573000.0,-3573000.0,42537000.0,73381704.0,73381704.0,-0.07,-0.07,-3573000.0,-3573000.0,0.0,-3573000.0,-3573000.0,0.0,-3573000.0,0.0,-3573000.0,8650000.0,0.0,-12223000.0,20327000.0,19175000.0,1152000.0,1152000.0,8104000.0,22210000.0,30314000.0,30314000.0,2023-12-31
0.0,0.0,-13392000.0,0.0,0.0,-5043000.0,1155000.0,22744000.0,-13392000.0,-14547000.0,-5043000.0,-5043000.0,47018000.0,73262497.0,73262497.0,-0.21,-0.21,-5043000.0,-5043000.0,0.0,-5043000.0,-5043000.0,0.0,-5043000.0,0.0,-5043000.0,9504000.0,0.0,-14547000.0,24274000.0,23119000.0,1155000.0,1155000.0,9727000.0,22744000.0,32471000.0,32471000.0,2023-09-30
0.0,0.0,-12203000.0,0.0,0.0,-10662000.0,1127000.0,22541000.0,-12203000.0,-13330000.0,-10662000.0,-10662000.0,40205000.0,56115789.0,56115789.0,-0.19,-0.19,-10662000.0,-10662000.0,0.0,-10662000.0,-10662000.0,0.0,-10662000.0,0.0,-10662000.0,2667000.0,0.0,-13330000.0,17664000.0,16537000.0,1127000.0,1127000.0,4334000.0,22541000.0,26875000.0,26875000.0,2023-06-30
-2708.462959,0.001181,-46626000.0,-2293000.0,-2293000.0,-57125000.0,1244000.0,38998000.0,-48919000.0,-50163000.0,-54834708.462959,-57125000.0,77509000.0,,,,,-57125000.0,-57125000.0,0.0,-57125000.0,-60038000.0,0.0,-60038000.0,-71000.0,-60109000.0,-6933000.0,-17000.0,-72522000.0,38511000.0,16552000.0,1244000.0,31000.0,-34011000.0,38998000.0,4987000.0,4987000.0,2023-03-31
,,,,,,,,,,,,,48921136.0,48921136.0,-0.38,-0.38,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.0,-5166000.0,0.0,0.0,-3858000.0,885000.0,24017000.0,-5166000.0,-6051000.0,-3858000.0,-3858000.0,46260000.0,107349074.0,107349074.0,-0.08,-0.08,-3858000.0,-3858000.0,0.0,-3858000.0,-3858000.0,0.0,-3858000.0,0.0,-3858000.0,2193000.0,0.0,-6051000.0,22243000.0,21358000.0,885000.0,885000.0,16192000.0,24017000.0,40209000.0,40209000.0,2024-06-30 00:00:00
