Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Gain On Sale Of Security,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Total Revenue,Operating Revenue,Date
0.0,0.162581,604700000.0,2400000.0,177600000.0,200000.0,177800000.0,604700000.0,604700000.0,,,,,604700000.0,604700000.0,604700000.0,0.0,604700000.0,604700000.0,117400000.0,722100000.0,,80600000.0,2400000.0,2400000.0,36800000.0,36800000.0,802700000.0,802700000.0,2024-03-31
0.0,0.108506,532400000.0,2400000.0,133900000.0,9300000.0,143200000.0,532400000.0,532400000.0,50608365.0,50608365.0,10.52,10.52,532400000.0,532400000.0,532400000.0,0.0,532400000.0,532400000.0,64800000.0,597200000.0,263400000.0,66300000.0,2400000.0,2400000.0,28600000.0,28600000.0,663500000.0,663500000.0,2023-12-31
0.0,0.3,1244400000.0,2300000.0,66800000.0,46600000.0,113400000.0,1244400000.0,1244400000.0,50585366.0,50585366.0,24.6,24.6,1244400000.0,1244400000.0,1244400000.0,9300000.0,1235100000.0,1235100000.0,-12600000.0,1222500000.0,215800000.0,102900000.0,2300000.0,2300000.0,65100000.0,65100000.0,1325400000.0,1325400000.0,2023-09-30
0.0,0.026489,1468100000.0,2300000.0,80800000.0,51700000.0,132500000.0,1468100000.0,1468100000.0,50589249.0,50589249.0,29.02,29.02,1468100000.0,1468100000.0,1468100000.0,-9300000.0,1477400000.0,1477400000.0,40200000.0,1517600000.0,512500000.0,88900000.0,2300000.0,2300000.0,47700000.0,47700000.0,1606500000.0,1606500000.0,2023-06-30
0.0,0.183772,202746000.0,2378000.0,38608000.0,50648000.0,89256000.0,202746000.0,202746000.0,,,,,202746000.0,202746000.0,202746000.0,3694000.0,199052000.0,199052000.0,44816000.0,243868000.0,,85567000.0,2378000.0,2378000.0,29483000.0,29483000.0,329435000.0,329435000.0,2023-03-31
,,,,,,,,,50630499.0,50630499.0,6.82,6.82,,,,,,,,,198300000.0,,,,,,,,2022-12-31
0.0,0.158243,1310700000.0,2300000.0,148600000.0,200000.0,148800000.0,1310700000.0,1310700000.0,50586646.0,50586646.0,25.91,25.91,1310700000.0,1310700000.0,1310700000.0,0.0,1310700000.0,1310700000.0,246400000.0,1557100000.0,435000000.0,117500000.0,2300000.0,2300000.0,72100000.0,72100000.0,1674600000.0,1674600000.0,2024-06-30 00:00:00
