Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Financial Assets Designatedas Fair Value Through Profitor Loss Total
0.0,50119820375.0,50119820375.0,2074620000000.0,2438090000000.0,-2096659000000.0,1034630000000.0,-412315000000.0,-2096659000000.0,361792000000.0,-1041668000000.0,987294000000.0,-1041668000000.0,-1041668000000.0,-1542866000000.0,,,501198000000.0,501198000000.0,2891645000000.0,2350232000000.0,4120000000.0,,754000000.0,,4000000.0,2272212000000.0,243250000000.0,2028962000000.0,209000000.0,541413000000.0,81145000000.0,165878000000.0,118542000000.0,47336000000.0,365000000.0,142593000000.0,,,5281000000.0,137312000000.0,1849977000000.0,1720879000000.0,66597000000.0,,,138000000.0,71002000000.0,71002000000.0,3000000.0,,,1054991000000.0,1054991000000.0,528148000000.0,,528148000000.0,6388000000.0,521760000000.0,,,,,129098000000.0,100688000000.0,,493000000.0,,,,12000000.0,,,59000000.0,21948000000.0,,,5898000000.0,4220000000.0,1678000000.0,,,2024-03-31,
,48679689205.0,48679689205.0,2033031000000.0,2406514000000.0,-2006654000000.0,1124798000000.0,-469661000000.0,-2006654000000.0,372287000000.0,-909429000000.0,1021250000000.0,-909429000000.0,-909429000000.0,-1396226000000.0,,,486797000000.0,486797000000.0,2883719000000.0,2277000000000.0,4223000000.0,,804000000.0,,,2180754000000.0,250075000000.0,1930679000000.0,223000000.0,606719000000.0,80796000000.0,225760000000.0,122212000000.0,103548000000.0,7978000000.0,150297000000.0,,,,150297000000.0,1974290000000.0,1837232000000.0,99322000000.0,,,128000000.0,71107000000.0,71107000000.0,40000000.0,,,1097225000000.0,1097225000000.0,569410000000.0,,569410000000.0,4943000000.0,564467000000.0,,,,,137058000000.0,107648000000.0,,493000000.0,,,,33000000.0,,,,22064000000.0,,,6820000000.0,5624000000.0,1196000000.0,,,2023-09-30,
,48679689205.0,48679689205.0,2013572000000.0,2377660000000.0,-1883693000000.0,1272269000000.0,-461198000000.0,-1883693000000.0,361800000000.0,-743591000000.0,1149310000000.0,-743591000000.0,-743591000000.0,38000000.0,-2033183000000.0,1378099000000.0,486797000000.0,486797000000.0,2816018000000.0,2215791000000.0,4362000000.0,66279000000.0,1402000000.0,4362000000.0,,2143513000000.0,250612000000.0,1892901000000.0,235000000.0,600227000000.0,183000000.0,234147000000.0,111188000000.0,122959000000.0,148000000.0,278682000000.0,93453000000.0,1000000.0,49864000000.0,135364000000.0,2072427000000.0,1933398000000.0,61832000000.0,38927000000.0,8663000000.0,135000000.0,88501000000.0,88501000000.0,58000000.0,58000000.0,0.0,1140102000000.0,1140102000000.0,601214000000.0,-954515000000.0,1555729000000.0,3003000000.0,535686000000.0,1010893000000.0,5958000000.0,189000000.0,0.0,139029000000.0,107785000000.0,15000000.0,493000000.0,20404000000.0,6207000000.0,5000000.0,163000000.0,163000000.0,5482000000.0,0.0,16532000000.0,-10732000000.0,27264000000.0,2347000000.0,59000000.0,2288000000.0,18000000.0,2270000000.0,2023-03-31,
