Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
24587991.0,24587991.0,1258183000.0,1258452000.0,7988942000.0,9247394000.0,635291000.0,7988942000.0,7988942000.0,8994692000.0,7988942000.0,7988942000.0,7863165000.0,,,125777000.0,125777000.0,1596868000.0,1106388000.0,100638000.0,1005750000.0,1005750000.0,490480000.0,102176000.0,0.0,252702000.0,252702000.0,3597000.0,109403000.0,,,,109403000.0,9585810000.0,8460039000.0,,6018463000.0,6018463000.0,,,,2372406000.0,,2372406000.0,0.0,2372406000.0,,,,,1125771000.0,91414000.0,,,443183000.0,,,,,1131000.0,42486000.0,250684000.0,296873000.0,296604000.0,269000.0,,2024-03-31
24587991.0,24587991.0,1376728000.0,1376798000.0,8029968000.0,9406766000.0,700525000.0,8029968000.0,8029968000.0,9147468000.0,8029968000.0,8029968000.0,7904191000.0,,,125777000.0,125777000.0,1768891000.0,1252244000.0,134744000.0,1117500000.0,1117500000.0,516647000.0,172244000.0,0.0,259298000.0,259298000.0,3410000.0,50680000.0,,,,50680000.0,9798859000.0,8581687000.0,,5962833000.0,,,,,2533604000.0,,2533604000.0,0.0,2533604000.0,,,,,1217172000.0,114633000.0,,,503601000.0,,,,,1359000.0,37874000.0,281978000.0,277727000.0,277657000.0,70000.0,,2023-09-30
24587991.0,24587991.0,1634059000.0,1634816000.0,7793738000.0,9428554000.0,768865000.0,7793738000.0,7793738000.0,9022988000.0,7793738000.0,7793738000.0,7667961000.0,3796317000.0,447800000.0,125777000.0,125777000.0,1997441000.0,1340488000.0,111238000.0,1229250000.0,1229250000.0,656953000.0,124346000.0,0.0,405566000.0,405566000.0,2210000.0,176763000.0,62389000.0,5250000.0,0.0,109124000.0,9791179000.0,8365361000.0,33577000.0,2235884000.0,1707291000.0,528593000.0,3361432000.0,3361432000.0,2694725000.0,-1794236000.0,4488961000.0,0.0,2694725000.0,3798586000.0,672722000.0,17653000.0,0.0,1425818000.0,2521000.0,5250000.0,91671000.0,497517000.0,1479000.0,27361000.0,152030000.0,316647000.0,98294000.0,69101000.0,256224000.0,405240000.0,404483000.0,757000.0,757000.0,2023-03-31
