Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
215980.406657,0.267634,379118000.0,807000.0,807000.0,123797000.0,191562000.0,2590644000.0,379925000.0,188363000.0,-19326000.0,19326000.0,123205980.406657,123797000.0,3703164000.0,,,,,123797000.0,123797000.0,0.0,123797000.0,123797000.0,123797000.0,45240000.0,169037000.0,25413000.0,807000.0,0.0,-807000.0,-19326000.0,19326000.0,162143000.0,1112520000.0,748753000.0,191562000.0,191562000.0,1274663000.0,2590644000.0,3865307000.0,3865307000.0,2024-03-31
497400.0,0.3,370604000.0,1658000.0,1658000.0,107938000.0,164750000.0,2732957000.0,372262000.0,207512000.0,-12288000.0,12288000.0,106777400.0,107938000.0,3881407000.0,23933038.0,23880088.0,4.51,4.52,107938000.0,107938000.0,0.0,107938000.0,107938000.0,107938000.0,87286000.0,195224000.0,24836000.0,1658000.0,,-1658000.0,-12288000.0,12288000.0,181018000.0,1148450000.0,823306000.0,164750000.0,164750000.0,1329468000.0,2732957000.0,4062425000.0,4062425000.0,2023-12-31
-2205376.395756,0.282054,405484000.0,-7819000.0,-7819000.0,165244000.0,154771000.0,2877903000.0,397665000.0,242894000.0,-12732000.0,12732000.0,170857623.604244,165244000.0,4082181000.0,23879191.0,23844733.0,6.92,6.93,165244000.0,165244000.0,0.0,165244000.0,165244000.0,165244000.0,64918000.0,230162000.0,18187000.0,-7819000.0,,7819000.0,-12732000.0,12732000.0,232526000.0,1204278000.0,879478000.0,154771000.0,154771000.0,1436804000.0,2877903000.0,4314707000.0,4314707000.0,2023-09-30
-3951852.832074,0.210799,354791000.0,-18747000.0,-18747000.0,134247000.0,152551000.0,2568682000.0,336044000.0,183493000.0,-13388000.0,13388000.0,149042147.167926,134247000.0,3673924000.0,23844938.0,23844938.0,5.63,5.63,134247000.0,134247000.0,0.0,134247000.0,134247000.0,134247000.0,35858000.0,170105000.0,17143000.0,-18747000.0,9591000.0,9156000.0,-13388000.0,13388000.0,185097000.0,1105242000.0,776828000.0,152551000.0,152551000.0,1290339000.0,2568682000.0,3859021000.0,3859021000.0,2023-06-30
-12318000.0,0.3,241067000.0,-41060000.0,-41060000.0,216341000.0,152773000.0,3133346000.0,200007000.0,47234000.0,55848000.0,10948000.0,245083000.0,216341000.0,3901703000.0,,,,,216341000.0,216341000.0,0.0,216341000.0,216341000.0,216341000.0,-180055000.0,36286000.0,-55849000.0,-41060000.0,,,55848000.0,10948000.0,77348000.0,768357000.0,-1718218000.0,152773000.0,39121000.0,845705000.0,3133346000.0,3979051000.0,3979051000.0,2023-03-31
,,,,,,,,,,,,,,,23876364.0,23876364.0,2.2,2.2,,,,,,,,,,,,2881000.0,,,,,,,,,,,,2022-12-31
-718052.865944,0.263893,325037000.0,-2721000.0,-2721000.0,94391000.0,175541000.0,2898666000.0,322316000.0,146775000.0,-18545000.0,18545000.0,96393947.134056,94391000.0,4063728000.0,23896456.0,23896456.0,3.95,3.95,94391000.0,94391000.0,0.0,94391000.0,94391000.0,94391000.0,33839000.0,128230000.0,21968000.0,-2721000.0,,2721000.0,-18545000.0,18545000.0,127528000.0,1165062000.0,817897000.0,175541000.0,175541000.0,1292590000.0,2898666000.0,4191256000.0,4191256000.0,2024-06-30 00:00:00
