Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Dividends Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
0.0,4965240401.0,4965240401.0,259885000000.0,260147500000.0,-197820700000.0,62317500000.0,-9432100000.0,-197820700000.0,71300000.0,-197758700000.0,46294800000.0,-197758700000.0,-197758700000.0,-202724000000.0,4965300000.0,4965300000.0,271827000000.0,244473100000.0,244078300000.0,24800000.0,244053500000.0,394800000.0,27353900000.0,2063500000.0,16069200000.0,46500000.0,16022700000.0,58100000.0,6571900000.0,1685300000.0,4886600000.0,74068300000.0,56146500000.0,3508800000.0,96700000.0,212600000.0,212600000.0,1990000000.0,62000000.0,62000000.0,50276400000.0,50276400000.0,179500000.0,50096900000.0,17921800000.0,1691100000.0,9415700000.0,4647300000.0,2167700000.0,1976500000.0,191200000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
,4965240401.0,4965240401.0,238742900000.0,238999100000.0,-193445500000.0,45681300000.0,-33431400000.0,-193445500000.0,93100000.0,-193224700000.0,20293800000.0,-193224700000.0,-193224700000.0,-198190000000.0,4965300000.0,4965300000.0,266998200000.0,214752800000.0,213567200000.0,48700000.0,213518500000.0,377800000.0,52245400000.0,6414100000.0,25431900000.0,44400000.0,25387500000.0,71300000.0,19457500000.0,1909300000.0,17548200000.0,73773500000.0,54959500000.0,931600000.0,60000000.0,212400000.0,212400000.0,1993300000.0,220800000.0,220800000.0,51541400000.0,51541400000.0,216300000.0,51325100000.0,18814000000.0,3511300000.0,11302000000.0,3245000000.0,755700000.0,592600000.0,163100000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
,4965240401.0,4965240401.0,241374800000.0,241627200000.0,-189010300000.0,52509100000.0,-26050700000.0,-189010300000.0,113800000.0,-189004300000.0,29303100000.0,-189004300000.0,-189004300000.0,-193969600000.0,4965300000.0,4965300000.0,263615400000.0,219488300000.0,218378700000.0,71300000.0,218307400000.0,414300000.0,44127100000.0,2097100000.0,23248500000.0,42500000.0,23206000000.0,69800000.0,17921100000.0,1668000000.0,16253100000.0,74611100000.0,56534700000.0,906400000.0,67500000.0,215400000.0,215400000.0,1996900000.0,6000000.0,6000000.0,53342500000.0,53342500000.0,150100000.0,53192400000.0,18076400000.0,3523000000.0,10390300000.0,3447400000.0,715700000.0,577100000.0,138600000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,4965240401.0,4965240401.0,258523700000.0,259286300000.0,-202535800000.0,56759400000.0,-11146200000.0,-202535800000.0,48600000.0,-202478300000.0,42100000000.0,-202478300000.0,-202478300000.0,-207443600000.0,4965300000.0,4965300000.0,271267700000.0,244941000000.0,244578300000.0,0.0,244578300000.0,362700000.0,26326700000.0,2457000000.0,14708000000.0,48600000.0,14659400000.0,57200000.0,4927300000.0,1809500000.0,3117800000.0,68789400000.0,53608900000.0,2811200000.0,101200000.0,212500000.0,212500000.0,1969400000.0,57500000.0,57500000.0,48217400000.0,48217400000.0,347700000.0,47869700000.0,15180500000.0,1637900000.0,7586400000.0,4236900000.0,1719300000.0,1005300000.0,714000000.0,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
