Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
81459828.0,81459828.0,753002000.0,837059000.0,7193170000.0,8022951000.0,3841231000.0,7193170000.0,7654000.0,7193546000.0,7334532000.0,7193546000.0,7193546000.0,6378948000.0,,,814598000.0,814598000.0,3203143000.0,370899000.0,4347000.0,,197810000.0,146743000.0,5757000.0,140986000.0,19501000.0,2832244000.0,134927000.0,,690316000.0,1897000.0,688419000.0,,14323000.0,1746969000.0,,,2080000.0,1744889000.0,10396689000.0,3723214000.0,339876000.0,,28154000.0,28154000.0,376000.0,376000.0,3256522000.0,,3256522000.0,9928000.0,3246594000.0,,,,,6673475000.0,171454000.0,,,,,3561724000.0,,,,17242000.0,2621741000.0,,,301314000.0,224911000.0,76403000.0,,2024-03-31
81254828.0,81254828.0,1577077000.0,1696215000.0,6632362000.0,8320305000.0,3535141000.0,6632362000.0,8507000.0,6632597000.0,6890845000.0,6632597000.0,6632597000.0,5820049000.0,,,812548000.0,812548000.0,4219605000.0,493066000.0,6217000.0,,198281000.0,264996000.0,6748000.0,258248000.0,21739000.0,3726539000.0,93882000.0,,1431219000.0,1759000.0,1429460000.0,,9483000.0,1980131000.0,,,26577000.0,1953554000.0,10852202000.0,3590522000.0,310809000.0,,27531000.0,27531000.0,235000.0,235000.0,3221069000.0,,3221069000.0,175186000.0,3045883000.0,,,,,7261680000.0,137346000.0,,75703000.0,,,3517695000.0,,,,16512000.0,2645707000.0,,,868717000.0,758086000.0,110631000.0,,2023-09-30
81254828.0,81254828.0,1333862000.0,1438493000.0,6421709000.0,7851352000.0,3777716000.0,6421709000.0,9281000.0,6422140000.0,6862393000.0,6422140000.0,6422140000.0,12434000.0,3156363000.0,1458007000.0,406274000.0,406274000.0,3883048000.0,674499000.0,4750000.0,19441000.0,200866000.0,447906000.0,7653000.0,440253000.0,19441000.0,3208549000.0,122339000.0,5106000.0,990587000.0,1628000.0,988959000.0,10383000.0,10383000.0,2194064000.0,337684000.0,765000.0,5106000.0,1855615000.0,10305188000.0,3318923000.0,202630000.0,232474000.0,26904000.0,26904000.0,431000.0,431000.0,3055915000.0,-1876806000.0,4932721000.0,119104000.0,2936811000.0,3893447000.0,561937000.0,358233000.0,0.0,6986265000.0,73000.0,4051000.0,,765000.0,139293000.0,3626799000.0,1866041000.0,703687000.0,1057071000.0,304444000.0,2615459000.0,-40280000.0,2655739000.0,295381000.0,200031000.0,95350000.0,95350000.0,2023-03-31
