Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Financial Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Net Debt
539834.0,2150404293.0,2150944127.0,9500000000.0,146663400000.0,156163400000.0,146663400000.0,146663400000.0,156163400000.0,146663400000.0,146663400000.0,,,0.0,,21509400000.0,21509400000.0,2880206100000.0,,,,9500000000.0,9500000000.0,1135900000.0,,,,,,3026869500000.0,,1967373200000.0,1967373200000.0,1967373200000.0,,,,,0.0,,0.0,4203400000.0,,,,,,,,65265400000.0,,,,15586100000.0,,15586100000.0,2024-03-31,
539834.0,2150119782.0,2150659616.0,9500000000.0,141808800000.0,151308800000.0,141808800000.0,141808800000.0,151308800000.0,141808800000.0,141808800000.0,69400000.0,,0.0,,21506600000.0,21506600000.0,2741652200000.0,,,,9500000000.0,9500000000.0,1210700000.0,,,,,,2883461000000.0,,1861202500000.0,1861202500000.0,1861202500000.0,,,,,,,,4060400000.0,,,,,,,,50691300000.0,,,,10855500000.0,,10855500000.0,2023-12-31,
539834.0,2148856298.0,2149396132.0,9500000000.0,129351641000.0,139431414000.0,129351641000.0,129931414000.0,139431414000.0,129931414000.0,129931414000.0,31543000.0,0.0,70751595000.0,37164060000.0,21493961000.0,21493961000.0,2348788460000.0,0.0,1026247000.0,255845000.0,9500000000.0,9500000000.0,1282000000.0,27820119000.0,10247704000.0,2697000.0,1967549000.0,15602169000.0,2478719874000.0,0.0,1517519086000.0,1504591705000.0,452148435000.0,0.0,0.0,0.0,6456098000.0,579773000.0,579773000.0,0.0,3244028000.0,-3863361000.0,7107389000.0,307905000.0,309765000.0,3169545000.0,3320174000.0,0.0,11468295000.0,23727491000.0,352681000.0,9879453000.0,31966402000.0,12927381000.0,19039021000.0,2023-03-31,
,2150439513.0,2150439513.0,9500000000.0,153498600000.0,162998600000.0,153498600000.0,153498600000.0,162998600000.0,153498600000.0,153498600000.0,700000.0,,,,21509800000.0,21509800000.0,3046994500000.0,,,,9500000000.0,9500000000.0,1129100000.0,,,,,,3200493100000.0,,2069882500000.0,2069882500000.0,2069882500000.0,,,,,,,,4325200000.0,,,,,,,,,,,,5797700000.0,,5797700000.0,2024-06-30 00:00:00,3702300000.0
,2151681373.0,2151681373.0,9500000000.0,156043000000.0,165543000000.0,156043000000.0,156043000000.0,165543000000.0,156043000000.0,156043000000.0,33800000.0,,0.0,,21522200000.0,21522200000.0,3211509300000.0,,,,9500000000.0,9500000000.0,887100000.0,,,,,,3367552300000.0,,2158055500000.0,2158055500000.0,2158055500000.0,,,,,,,,4599100000.0,,,,,,,,,,,,12568200000.0,,12568200000.0,2024-09-30 00:00:00,
