Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
37696475.0,37696475.0,1911600000.0,1940200000.0,2901500000.0,4908800000.0,262100000.0,2901500000.0,2968600000.0,3018600000.0,2968600000.0,0.0,2968600000.0,2893200000.0,,,75400000.0,75400000.0,2749500000.0,86400000.0,21800000.0,,14600000.0,50000000.0,50000000.0,2663100000.0,293800000.0,,1890200000.0,1890200000.0,,465200000.0,,,16100000.0,449100000.0,5718100000.0,2792900000.0,9800000.0,,210600000.0,210600000.0,67100000.0,67100000.0,2504600000.0,,2504600000.0,141200000.0,2363400000.0,,,,,2925200000.0,172100000.0,,,1829300000.0,,,,,1100000.0,8100000.0,634600000.0,280000000.0,251400000.0,28600000.0,,2024-03-31
37696475.0,37696475.0,1905000000.0,1992400000.0,3029500000.0,5098200000.0,448600000.0,3029500000.0,3105800000.0,3205800000.0,3105800000.0,0.0,3105800000.0,3030400000.0,,,75400000.0,75400000.0,2772600000.0,131600000.0,21500000.0,,10100000.0,100000000.0,100000000.0,2641000000.0,383800000.0,,1892400000.0,1892400000.0,,349700000.0,,,36200000.0,313500000.0,5878400000.0,2788800000.0,15000000.0,,219500000.0,219500000.0,76300000.0,76300000.0,2477200000.0,,2477200000.0,93200000.0,2384000000.0,,,,,3089600000.0,186400000.0,,,1863100000.0,,,,,1500000.0,0.0,695300000.0,343300000.0,255900000.0,87400000.0,,2023-09-30
37696475.0,37696475.0,1604824000.0,1616135000.0,2774232000.0,4486763000.0,271068000.0,2774232000.0,2870628000.0,3020574000.0,2870628000.0,0.0,2870628000.0,2795200000.0,175682000.0,414955000.0,75393000.0,75393000.0,2266602000.0,183447000.0,994000.0,21290000.0,11217000.0,149946000.0,149946000.0,2083155000.0,165093000.0,4559000.0,1466189000.0,1466189000.0,12354000.0,304247000.0,26365000.0,557000.0,4600000.0,277325000.0,5137230000.0,2783007000.0,7000000.0,45084000.0,184799000.0,184799000.0,96396000.0,96396000.0,2456115000.0,-881875000.0,3337990000.0,41250000.0,272114000.0,1072896000.0,1201213000.0,750517000.0,0.0,2354223000.0,183800000.0,720000.0,49489000.0,1524182000.0,6706000.0,91476000.0,86464000.0,1339536000.0,82419000.0,55747000.0,477801000.0,163865000.0,152554000.0,11311000.0,11311000.0,2023-03-31
