Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
336345679.0,336345679.0,67682870000.0,86901770000.0,10712110000.0,155159750000.0,46668120000.0,10712110000.0,5167390000.0,73425370000.0,146602460000.0,77654410000.0,4229040000.0,73425370000.0,72752680000.0,61065320000.0,564330000.0,672690000.0,672690000.0,122434530000.0,90014750000.0,40000.0,49970000.0,23220000.0,2565370000.0,77216080000.0,4038990000.0,73177090000.0,10160070000.0,32419780000.0,1574760000.0,9685690000.0,1128400000.0,8557290000.0,1237190000.0,17976590000.0,3879380000.0,24150000.0,555530000.0,13517530000.0,200088940000.0,121001040000.0,975270000.0,0.0,500960000.0,223580000.0,31450000.0,31360000.0,90000.0,110410000.0,110410000.0,62713260000.0,67410000.0,62645850000.0,55952920000.0,-48112680000.0,104065600000.0,5097100000.0,50855820000.0,85320370000.0,11143890000.0,2504240000.0,0.0,79087900000.0,20290000.0,403720000.0,2561300000.0,31764670000.0,1085910000.0,12371840000.0,2250650000.0,16056270000.0,324520000.0,487840000.0,21701000000.0,-187990000.0,21888990000.0,21824560000.0,7773050000.0,14051510000.0,1255600000.0,12795910000.0,2023-12-31
336345679.0,336345679.0,74073810000.0,93721280000.0,16664180000.0,173861160000.0,55570730000.0,16664180000.0,5073170000.0,85213050000.0,163209970000.0,88805600000.0,3592550000.0,85213050000.0,84540360000.0,,,672690000.0,672690000.0,127863140000.0,95401880000.0,4200000.0,,,3925700000.0,81975710000.0,3978790000.0,77996920000.0,9459460000.0,32461260000.0,1400710000.0,11745570000.0,1094380000.0,10651190000.0,881480000.0,14251980000.0,,,928770000.0,13323210000.0,216668740000.0,128636750000.0,928260000.0,,,2495270000.0,388080000.0,388080000.0,,95340000.0,,68548870000.0,63230000.0,68485640000.0,55155190000.0,,55155190000.0,4586730000.0,50568460000.0,,,,,88031990000.0,3254020000.0,,,38051650000.0,,,,,411430000.0,110640000.0,22519870000.0,,,23684380000.0,9110080000.0,14574300000.0,,,2023-06-30
336345679.0,336345679.0,80574641000.0,97314170000.0,15756110000.0,176519640000.0,53298719000.0,15756110000.0,5062900000.0,84268370000.0,162223300000.0,87829200000.0,3560830000.0,84268370000.0,83595680000.0,70780720000.0,564330000.0,672690000.0,672690000.0,133904890000.0,94721330000.0,40000.0,48640000.0,5420000.0,3730730000.0,82053330000.0,4098400000.0,77954930000.0,8883170000.0,39183560000.0,1180360000.0,15260840000.0,964500000.0,14296340000.0,932060000.0,20427360000.0,3709370000.0,27240000.0,1160030000.0,15530720000.0,221734090000.0,129251550000.0,855710000.0,3530000.0,361980000.0,2283240000.0,46130000.0,30040000.0,16090000.0,94290000.0,94290000.0,68512260000.0,85790000.0,68426470000.0,56740920000.0,-42716420000.0,99457340000.0,5485210000.0,51255710000.0,80132880000.0,11375070000.0,2464180000.0,0.0,92482279000.0,21310000.0,1876740000.0,5086410000.0,45146980000.0,1423510000.0,16337780000.0,2847210000.0,24538480000.0,298500000.0,282360000.0,24940840000.0,-131450000.0,25072290000.0,14829139000.0,3152510000.0,11676629000.0,2467260000.0,9209369000.0,2022-12-31
336345679.0,336345679.0,68928940000.0,85184430000.0,9167290000.0,150537410000.0,35692480000.0,9167290000.0,5643090000.0,70996070000.0,136471610000.0,73120440000.0,2124370000.0,70996070000.0,70323380000.0,,,672690000.0,672690000.0,119234820000.0,81452730000.0,21630000.0,,,2295530000.0,69902550000.0,4427010000.0,65475540000.0,9184490000.0,37782090000.0,1458800000.0,15281880000.0,1216080000.0,14065800000.0,1937090000.0,14307670000.0,,,682430000.0,13625240000.0,192355260000.0,118880690000.0,666020000.0,,,199120000.0,426380000.0,426380000.0,,107110000.0,,61828780000.0,52450000.0,61776330000.0,54064880000.0,,54064880000.0,4666450000.0,49398430000.0,,,,,73474570000.0,3261280000.0,,,31864990000.0,,,,,7580000.0,316770000.0,19665110000.0,,,18358840000.0,7746440000.0,10612400000.0,,,2024-06-30 00:00:00
