Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
46763750.0,46763750.0,283428000.0,432087000.0,1326063000.0,1685476000.0,1018805000.0,1326063000.0,72674000.0,1326063000.0,1358682000.0,1326063000.0,1326063000.0,858425000.0,,467638000.0,467638000.0,774343000.0,129165000.0,,,58473000.0,58710000.0,26091000.0,32619000.0,9744000.0,645178000.0,42966000.0,,373377000.0,46583000.0,326794000.0,,34377000.0,187914000.0,187914000.0,2100406000.0,436423000.0,,6167000.0,6167000.0,430256000.0,,430256000.0,52862000.0,377394000.0,,,,,1663983000.0,515213000.0,,,524016000.0,,,,440105000.0,,,184649000.0,108664000.0,75985000.0,,2024-03-31
46763750.0,46763750.0,419007000.0,503358000.0,1285154000.0,1706216000.0,1047964000.0,1285154000.0,82296000.0,1285154000.0,1355546000.0,1285154000.0,1285154000.0,817516000.0,,467638000.0,467638000.0,840216000.0,174399000.0,,,62540000.0,103966000.0,33574000.0,70392000.0,7842000.0,665817000.0,41148000.0,,399392000.0,48722000.0,350670000.0,,34344000.0,184599000.0,184599000.0,2125370000.0,411589000.0,,6167000.0,6167000.0,405422000.0,,405422000.0,0.0,405422000.0,,,,,1713781000.0,578755000.0,,,732536000.0,,,,292438000.0,,,110052000.0,107997000.0,2055000.0,,2023-09-30
46763750.0,46763750.0,397194000.0,491480000.0,1266295000.0,1670230000.0,1052109000.0,1266295000.0,87545000.0,1266295000.0,1371589000.0,1266295000.0,1266295000.0,798657000.0,797755000.0,467638000.0,467638000.0,826256000.0,225504000.0,7842000.0,43000.0,66735000.0,150884000.0,45590000.0,105294000.0,7842000.0,600752000.0,15190000.0,22075000.0,340596000.0,41955000.0,298641000.0,8360000.0,25078000.0,167890000.0,167890000.0,2092551000.0,439690000.0,6126000.0,0.0,6126000.0,433564000.0,-558666000.0,992230000.0,1636000.0,431928000.0,734879000.0,230357000.0,25358000.0,0.0,1652861000.0,759127000.0,24391000.0,834912000.0,513521000.0,245824000.0,267697000.0,715000.0,272581000.0,0.0,272581000.0,6741000.0,100891000.0,6741000.0,6741000.0,2023-03-31
