Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Taxes Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
20511240.0,20511240.0,1887318000.0,1892194000.0,1192794000.0,3085277000.0,169493000.0,1192794000.0,3284000.0,1196367000.0,2434739000.0,1192443000.0,-3924000.0,1196367000.0,991255000.0,,,205112000.0,205112000.0,2451382000.0,1244582000.0,385000.0,,,,0.0,1241656000.0,3284000.0,1238372000.0,2541000.0,1206800000.0,123670000.0,650538000.0,650538000.0,432510000.0,,,14419000.0,418091000.0,3643825000.0,2267533000.0,73725000.0,,6617000.0,19649000.0,19649000.0,7101000.0,3573000.0,3573000.0,2156868000.0,,2156868000.0,1498567000.0,658301000.0,,,,,1376293000.0,50621000.0,,,526039000.0,,,,,788797000.0,,,10836000.0,9244000.0,1592000.0,,2024-03-31
20511240.0,20511240.0,1597127000.0,1604356000.0,1139283000.0,2744212000.0,574840000.0,1139283000.0,3179000.0,1143035000.0,2538373000.0,1143890000.0,855000.0,1143035000.0,937923000.0,,,205112000.0,205112000.0,2083203000.0,1401546000.0,481000.0,,,,0.0,1398517000.0,3179000.0,1395338000.0,2548000.0,681657000.0,117286000.0,205839000.0,205839000.0,358409000.0,,,21845000.0,336564000.0,3227093000.0,1970595000.0,183704000.0,,,,,7341000.0,3752000.0,3752000.0,1775798000.0,,1775798000.0,1083122000.0,692676000.0,,,,,1256497000.0,33878000.0,2313000.0,,549653000.0,,,,38051000.0,624831000.0,,,7771000.0,3721000.0,4050000.0,,2023-09-30
20511240.0,20511240.0,1287878000.0,1305756000.0,1041321000.0,2348056000.0,443862000.0,1041321000.0,3075000.0,1045375000.0,1872151000.0,1048357000.0,2982000.0,1045375000.0,840262000.0,631787000.0,208615000.0,205112000.0,205112000.0,1689679000.0,838087000.0,-2000.0,4807000.0,1348000.0,578000.0,1505000.0,829851000.0,3075000.0,826776000.0,4422000.0,851592000.0,43999000.0,475905000.0,475905000.0,374276000.0,42589000.0,82000.0,7391000.0,324214000.0,2738036000.0,1442582000.0,314525000.0,14480000.0,,,,7582000.0,4054000.0,4054000.0,1416466000.0,-577123000.0,1993589000.0,835827000.0,46599000.0,785697000.0,243660000.0,81806000.0,0.0,1295454000.0,8346000.0,,86718000.0,601811000.0,102266000.0,18212000.0,481333000.0,3759000.0,576404000.0,-10774000.0,587178000.0,18416000.0,3613000.0,14803000.0,14803000.0,2023-03-31
