Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Deferred Revenue
0.0,63704416.0,63704416.0,11639150000.0,11049610000.0,13667630000.0,-811790000.0,11049610000.0,11362930000.0,13391410000.0,13523100000.0,13398120000.0,6710000.0,13391410000.0,12754370000.0,,,637040000.0,637040000.0,15002690000.0,10559050000.0,8400000.0,34580000.0,10372780000.0,10241090000.0,131690000.0,143290000.0,4443640000.0,250510000.0,1266370000.0,1121840000.0,144530000.0,76860000.0,2308330000.0,,2308330000.0,28400810000.0,24768960000.0,167120000.0,,1128960000.0,985010000.0,985010000.0,2341800000.0,720210000.0,1621590000.0,20115650000.0,,20115650000.0,673490000.0,19442160000.0,,,,,3631850000.0,169120000.0,,,968820000.0,,,,,343840000.0,,,2150070000.0,1174520000.0,975550000.0,,,2024-03-31,
,63679625.0,63679625.0,10697520000.0,10802980000.0,13441370000.0,-1180340000.0,10802980000.0,10368070000.0,13111920000.0,13281880000.0,13125350000.0,13430000.0,13111920000.0,12475120000.0,,,636800000.0,636800000.0,14431810000.0,8753270000.0,,32250000.0,8603770000.0,8433810000.0,169960000.0,117250000.0,5678540000.0,211840000.0,2093750000.0,1934260000.0,159490000.0,76820000.0,2514060000.0,,2514060000.0,27557160000.0,23058960000.0,189260000.0,,1095700000.0,798290000.0,798290000.0,2308940000.0,687350000.0,1621590000.0,18631590000.0,,18631590000.0,951360000.0,17680230000.0,,,,,4498200000.0,285910000.0,,,805480000.0,,,,,285380000.0,,,3121430000.0,2441820000.0,679610000.0,,,2023-09-30,
,63542541.0,63542541.0,9627800000.0,10276600000.0,13002160000.0,-411110000.0,10276600000.0,9185110000.0,12559470000.0,12768250000.0,12539140000.0,-20330000.0,12559470000.0,221840000.0,-2665370000.0,14305020000.0,635430000.0,635430000.0,13401400000.0,8064290000.0,,35650000.0,7921560000.0,7712780000.0,208780000.0,107080000.0,5337110000.0,180130000.0,1706240000.0,1472330000.0,233910000.0,69580000.0,3380340000.0,1210430000.0,2169910000.0,25940540000.0,21014540000.0,449980000.0,1092700000.0,1219850000.0,19000000.0,19000000.0,2282870000.0,661280000.0,1621590000.0,16171000000.0,-5703880000.0,21874880000.0,550400000.0,9190930000.0,6595500000.0,5528920000.0,9130000.0,0.0,4926000000.0,203010000.0,321490000.0,438240000.0,993040000.0,-2360000.0,262610000.0,732790000.0,110420000.0,179490000.0,-100000.0,179590000.0,2883320000.0,2439150000.0,444170000.0,97510000.0,346660000.0,2023-03-31,
