Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
178075800.0,0.3,82330000.0,593586000.0,593586000.0,357038000.0,2682000.0,11666000.0,675916000.0,673234000.0,-438731000.0,438731000.0,-58472200.0,357038000.0,155802000.0,,,,,357038000.0,357038000.0,0.0,357038000.0,110908000.0,246130000.0,246130000.0,-11627000.0,234503000.0,28912000.0,593586000.0,,,-438731000.0,438731000.0,26564000.0,144136000.0,133326000.0,2682000.0,2682000.0,170700000.0,11666000.0,182366000.0,182366000.0,2024-03-31
0.0,0.3,-21233000.0,0.0,0.0,-856455000.0,127511000.0,0.0,-21233000.0,-148744000.0,-807968000.0,807968000.0,-856455000.0,-856455000.0,389162000.0,941159341.0,941159341.0,-0.91,-0.91,-856455000.0,-856455000.0,0.0,-856455000.0,108017000.0,-964472000.0,-964472000.0,7760000.0,-956712000.0,40748000.0,0.0,,,-807968000.0,807968000.0,-217096000.0,389162000.0,251774000.0,127511000.0,127511000.0,172066000.0,0.0,172066000.0,172066000.0,2023-12-31
0.0,0.3,104072000.0,0.0,0.0,-711253000.0,127406000.0,0.0,104072000.0,-23334000.0,-788503000.0,788503000.0,-711253000.0,-711253000.0,207764000.0,935859211.0,935859211.0,-0.76,-0.76,-711253000.0,-711253000.0,0.0,-711253000.0,108279000.0,-819532000.0,-819532000.0,7695000.0,-811837000.0,44730000.0,0.0,,,-788503000.0,788503000.0,-73805000.0,207764000.0,69862000.0,127406000.0,127406000.0,133959000.0,0.0,133959000.0,133959000.0,2023-09-30
-2538524700.0,0.3,8298278000.0,-8461749000.0,-8461749000.0,-925971000.0,124695000.0,610430000.0,-163471000.0,-288166000.0,-719016000.0,732872000.0,4997253300.0,-925971000.0,-7082491000.0,,,,,-925971000.0,-925971000.0,0.0,-925971000.0,111466000.0,-1037437000.0,-1037437000.0,16399000.0,-1021038000.0,201579000.0,-8486691000.0,8472902000.0,16789000.0,-719016000.0,732872000.0,7592352000.0,-7692921000.0,-7908927000.0,124695000.0,-256452000.0,-100569000.0,610430000.0,509861000.0,509861000.0,2023-03-31
-1526400.0,0.3,89968000.0,-5088000.0,-5088000.0,-670932000.0,127463000.0,0.0,84880000.0,-42583000.0,-714857000.0,714857000.0,-667370400.0,-670932000.0,219588000.0,944974648.0,944974648.0,-0.71,-0.71,-670932000.0,-670932000.0,0.0,-670932000.0,94083000.0,-765015000.0,-765015000.0,7575000.0,-757440000.0,22177000.0,-5088000.0,382000.0,4706000.0,-714857000.0,714857000.0,-58125000.0,219588000.0,82509000.0,127463000.0,127463000.0,161463000.0,0.0,161463000.0,161463000.0,2022-12-31
0.0,0.065042,137352000.0,0.0,0.0,-558605000.0,95439000.0,0.0,137352000.0,41913000.0,-766401000.0,766401000.0,-558605000.0,-558605000.0,200413000.0,946788136.0,946788136.0,-0.59,-0.59,-558605000.0,-558605000.0,0.0,-558605000.0,118761000.0,-677366000.0,-677366000.0,-47122000.0,-724488000.0,34474000.0,0.0,,,-766401000.0,766401000.0,-49762000.0,200413000.0,92329000.0,95439000.0,95439000.0,150651000.0,0.0,150651000.0,150651000.0,2024-06-30 00:00:00
0.0,0.3,119334000.0,0.0,0.0,-673429000.0,126031000.0,0.0,119334000.0,-6697000.0,-752794000.0,752794000.0,-673429000.0,-673429000.0,178897000.0,948491549.0,948491549.0,-0.71,-0.71,-673429000.0,-673429000.0,0.0,-673429000.0,94475000.0,-767904000.0,-767904000.0,8413000.0,-759491000.0,40161000.0,0.0,0.0,,-752794000.0,752794000.0,-54990000.0,178897000.0,42831000.0,126031000.0,126031000.0,123907000.0,0.0,123907000.0,123907000.0,2023-06-30 00:00:00
