Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
90372448.0,90372448.0,9455656000.0,9776617000.0,10894318000.0,20672814000.0,16108192000.0,10894318000.0,10896197000.0,20672814000.0,10896197000.0,10896197000.0,9992473000.0,,,903724000.0,903724000.0,10162707000.0,10162707000.0,7609000.0,9776617000.0,9776617000.0,15906000.0,0.0,,,,,0.0,0.0,21058904000.0,4950712000.0,23400000.0,68931000.0,4713175000.0,4713175000.0,1879000.0,1879000.0,143327000.0,,143327000.0,143327000.0,,,,16108192000.0,,53099000.0,15558708000.0,160414000.0,475000.0,335496000.0,14535000.0,320961000.0,,,2024-03-31
90372448.0,90372448.0,9351759000.0,10441557000.0,9490562000.0,19933338000.0,14998284000.0,9490562000.0,9491781000.0,19933338000.0,9491781000.0,9491781000.0,8588057000.0,,,903724000.0,903724000.0,10790124000.0,10790124000.0,8966000.0,10441557000.0,10441557000.0,6560000.0,0.0,,,,,0.0,0.0,20281905000.0,5283619000.0,9972000.0,77689000.0,5046753000.0,5046753000.0,1219000.0,1219000.0,147986000.0,,147986000.0,147986000.0,,,,14998284000.0,,53099000.0,13695763000.0,141620000.0,836000.0,1106966000.0,17168000.0,1089798000.0,,,2023-09-30
90372448.0,90372448.0,9378540000.0,9988312000.0,10167058000.0,20159361000.0,3649865000.0,10167058000.0,10171049000.0,17706732000.0,10171049000.0,10171049000.0,9267325000.0,1305522000.0,1153122000.0,903724000.0,903724000.0,10276870000.0,7550282000.0,7225000.0,7535683000.0,7535683000.0,12427000.0,2726588000.0,7225000.0,2452629000.0,2452629000.0,12427000.0,0.0,,20447919000.0,14071466000.0,358000.0,77689000.0,419786000.0,419786000.0,3991000.0,3991000.0,150521000.0,-34211000.0,184732000.0,13255000.0,25745000.0,145732000.0,0.0,6376453000.0,17232000.0,53099000.0,2556439000.0,0.0,1167000.0,3749683000.0,3139911000.0,609772000.0,539879000.0,69893000.0,2023-03-31
