Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
193479240.0,193479240.0,,387444000.0,-9489402000.0,42505634000.0,-3444792000.0,-9489402000.0,138247000.0,42256437000.0,42256437000.0,42268434000.0,11997000.0,42256437000.0,344876000.0,1129047000.0,38706345000.0,1934792000.0,1934792000.0,19025528000.0,9507359000.0,27133000.0,36057000.0,1710000.0,1287935000.0,8113558000.0,40966000.0,40966000.0,0.0,37767000.0,9518169000.0,517878000.0,346478000.0,97281000.0,249197000.0,7808000.0,190334000.0,2622596000.0,38504000.0,1000.0,647665000.0,1936426000.0,61293962000.0,55220585000.0,127941000.0,481832000.0,12511000.0,4713000.0,4713000.0,51745839000.0,31157726000.0,20588113000.0,2895527000.0,-526959000.0,3422486000.0,,39891000.0,892166000.0,1815428000.0,675001000.0,0.0,6073377000.0,9495000.0,415131000.0,2527070000.0,1171630000.0,0.0,1355440000.0,221546000.0,1375184000.0,-87872000.0,1463056000.0,1524951000.0,911734000.0,613217000.0,42758000.0,570459000.0,2024-03-31
193479240.0,193479240.0,535387000.0,799496000.0,-10190849000.0,42271206000.0,-4055679000.0,-10190849000.0,153634000.0,41625344000.0,41748212000.0,41637422000.0,12078000.0,41625344000.0,39690552000.0,,,1934792000.0,1934792000.0,19286666000.0,9560550000.0,1194794000.0,,,,8166676000.0,178740000.0,55872000.0,122868000.0,20340000.0,9726116000.0,4445053000.0,620756000.0,97762000.0,522994000.0,,213991000.0,2191105000.0,,,422963000.0,1768142000.0,60924088000.0,55253651000.0,167169000.0,,12477000.0,117856000.0,117856000.0,51816193000.0,31228080000.0,20588113000.0,2897084000.0,,2897084000.0,15400000.0,2881684000.0,,,,,5670437000.0,513535000.0,,2579170000.0,,,,4358000.0,1627915000.0,,,945459000.0,834984000.0,110475000.0,,,2023-09-30
193479240.0,193479240.0,1024780000.0,1399462000.0,-10915053000.0,42186678000.0,-4581453000.0,-10915053000.0,189228000.0,40976444000.0,41223538000.0,40988330000.0,11886000.0,40976444000.0,39041652000.0,196388000.0,38706345000.0,1934792000.0,1934792000.0,19316074000.0,9766895000.0,46915000.0,23074000.0,1474000.0,1172879000.0,8189744000.0,332809000.0,85715000.0,247094000.0,24548000.0,9549179000.0,410177000.0,1066653000.0,103513000.0,963140000.0,2827000.0,183853000.0,2331451000.0,56203000.0,1000.0,188690000.0,2086557000.0,60304404000.0,55336678000.0,-1000.0,409698000.0,12748000.0,578000.0,578000.0,51891497000.0,31303384000.0,20588113000.0,2941747000.0,-304591000.0,3246338000.0,0.0,39970000.0,756123000.0,1775244000.0,675001000.0,0.0,4967726000.0,9674000.0,491215000.0,2200311000.0,1093928000.0,4646000.0,1101737000.0,60943000.0,1236695000.0,-358215000.0,1594910000.0,968888000.0,783434000.0,185454000.0,2459000.0,182995000.0,2023-03-31
