Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Dividends Payable,Total Tax Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
2266500.0,1142362992.0,1144629492.0,753017000.0,4102383000.0,4720069000.0,3087041000.0,4102383000.0,144929000.0,4111981000.0,4158508000.0,4111981000.0,4111981000.0,2967352000.0,1144629000.0,1144629000.0,1600801000.0,205079000.0,164358000.0,117831000.0,46527000.0,40721000.0,1395722000.0,313582000.0,588659000.0,27098000.0,561561000.0,38518000.0,280027000.0,,280027000.0,5712782000.0,1230019000.0,224052000.0,65029000.0,49001000.0,10583000.0,10583000.0,9598000.0,9598000.0,871756000.0,871756000.0,106466000.0,765290000.0,4482763000.0,433881000.0,1019830000.0,188700000.0,5348000.0,1518101000.0,1316903000.0,67190000.0,1249713000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,
,1121598730.0,1121598730.0,222266000.0,2606624000.0,2681006000.0,1945152000.0,2606624000.0,157482000.0,2616222000.0,2619950000.0,2616222000.0,2616222000.0,1537344000.0,1078878000.0,1078878000.0,2031352000.0,172686000.0,135668000.0,131940000.0,3728000.0,37018000.0,1858666000.0,1462328000.0,86598000.0,25542000.0,61056000.0,42516000.0,267224000.0,14854000.0,252370000.0,4647574000.0,843756000.0,35984000.0,45232000.0,98132000.0,10007000.0,10007000.0,9598000.0,9598000.0,644803000.0,644803000.0,274031000.0,370772000.0,3803818000.0,958636000.0,1916341000.0,205500000.0,37193000.0,353970000.0,332178000.0,104349000.0,227829000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,
