Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.001073,681386000.0,0.0,0.0,562264000.0,423003000.0,681386000.0,681386000.0,-115811000.0,115811000.0,562264000.0,562264000.0,3149937000.0,,,,,562264000.0,562264000.0,0.0,562264000.0,-2695000.0,564959000.0,564959000.0,607000.0,565575000.0,70728000.0,0.0,-115811000.0,115811000.0,599773000.0,2726934000.0,2726934000.0,3326707000.0,423003000.0,3749710000.0,3749710000.0,2024-03-31
0.0,0.026671,779691000.0,0.0,0.0,632812000.0,421419000.0,779691000.0,779691000.0,-116604000.0,116604000.0,632812000.0,632812000.0,3188520000.0,499643836.0,499643836.0,1.266526,1.266526,632812000.0,632812000.0,0.0,632812000.0,-12590000.0,645402000.0,645402000.0,17685000.0,663087000.0,19281000.0,0.0,-116604000.0,116604000.0,740939000.0,2767101000.0,2767101000.0,3508040000.0,421419000.0,3929459000.0,3929459000.0,2023-12-31
0.0,0.3,843532000.0,0.0,0.0,730004000.0,420116000.0,843532000.0,843532000.0,-115836000.0,115836000.0,730004000.0,730004000.0,3183887000.0,496601361.0,496601361.0,1.47,1.47,730004000.0,730004000.0,0.0,730004000.0,-5044000.0,735048000.0,735048000.0,-7352000.0,727696000.0,28925000.0,0.0,-115836000.0,115836000.0,801397000.0,2763771000.0,2763771000.0,3565168000.0,420116000.0,3985284000.0,3985284000.0,2023-09-30
0.0,0.029402,769132000.0,0.0,0.0,629490000.0,435092000.0,769132000.0,769132000.0,-112587000.0,112587000.0,629490000.0,629490000.0,2991848000.0,491789062.0,491789062.0,1.28,1.28,629490000.0,629490000.0,0.0,629490000.0,-7751000.0,637241000.0,637241000.0,19304000.0,656545000.0,51620000.0,0.0,-112587000.0,112587000.0,705005000.0,2556756000.0,2556756000.0,3261761000.0,435092000.0,3696853000.0,3696853000.0,2023-06-30
1715505.462893,0.036654,782708000.0,46803000.0,46803000.0,684764000.0,1263866000.0,829511000.0,829511000.0,-80690000.0,117251000.0,639676505.462893,684764000.0,3062730000.0,,,,,684764000.0,684764000.0,0.0,684764000.0,-1388000.0,686152000.0,686152000.0,26107000.0,712260000.0,53331000.0,17126000.0,-80690000.0,117251000.0,686767000.0,1798864000.0,1621020000.0,2485631000.0,1263866000.0,3749497000.0,3749497000.0,2023-03-31
,,,,,,,,,,,,,,499643836.0,499643836.0,1.11,1.11,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.067295,640802000.0,,,486730000.0,458599000.0,640802000.0,640802000.0,-114658000.0,114658000.0,486730000.0,486730000.0,2942917000.0,501783505.0,501783505.0,0.97,0.97,486730000.0,486730000.0,0.0,486730000.0,-4007000.0,490737000.0,490737000.0,35407000.0,526144000.0,45427000.0,,-114658000.0,114658000.0,588163000.0,2484318000.0,2484318000.0,3072481000.0,458599000.0,3531080000.0,3531080000.0,2024-06-30 00:00:00
