Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
1800000000.0,1800000000.0,6322000.0,22252981000.0,22256203000.0,16931426000.0,22252981000.0,6322000.0,22256203000.0,22256203000.0,24122952000.0,1866749000.0,22256203000.0,20456203000.0,1800000000.0,1800000000.0,103672023000.0,2785806000.0,1166398000.0,3167000.0,3167000.0,1616241000.0,100886217000.0,39786743000.0,3155000.0,3155000.0,3651004000.0,41214525000.0,3504000.0,41211021000.0,127794975000.0,9977332000.0,283996000.0,3119759000.0,4347180000.0,4347180000.0,191870000.0,165632000.0,3222000.0,3222000.0,1805452000.0,1805452000.0,121545000.0,1683907000.0,117817643000.0,9635912000.0,15806000.0,12021112000.0,783907000.0,29019741000.0,66341165000.0,45404930000.0,20936235000.0,2024-03-31
1800000000.0,1800000000.0,4621000.0,19970781000.0,19971548000.0,9015208000.0,19970781000.0,4621000.0,19971548000.0,19971548000.0,21816489000.0,1844941000.0,19971548000.0,18171548000.0,1800000000.0,1800000000.0,100447067000.0,4526105000.0,1177347000.0,2463000.0,2463000.0,1364900000.0,95920962000.0,45857565000.0,2158000.0,2158000.0,3658154000.0,31514883000.0,,31514883000.0,122263556000.0,17327378000.0,303297000.0,3406070000.0,11410572000.0,11410572000.0,191515000.0,167069000.0,767000.0,767000.0,1740599000.0,1740599000.0,89363000.0,1651236000.0,104936170000.0,12146569000.0,84400000.0,13779670000.0,743644000.0,20691683000.0,57490204000.0,40874296000.0,16615908000.0,2023-09-30
1800000000.0,1800000000.0,4529000.0,19443937000.0,19445014000.0,4486936000.0,19443937000.0,4529000.0,19445014000.0,19445014000.0,21244153000.0,1799139000.0,19445014000.0,17645014000.0,1800000000.0,1800000000.0,107545098000.0,4419593000.0,1177347000.0,2610000.0,2610000.0,1354708000.0,103125505000.0,50886656000.0,1919000.0,1919000.0,3021110000.0,34971796000.0,,34971796000.0,128789251000.0,21176810000.0,56056000.0,3346104000.0,15717171000.0,15717171000.0,190750000.0,168508000.0,1077000.0,1077000.0,1695068000.0,1695068000.0,44186000.0,1650882000.0,107612441000.0,12311556000.0,84413000.0,14077069000.0,1307290000.0,19448148000.0,60383965000.0,36959575000.0,23424390000.0,2023-03-31
