Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Other Payable,Non Current Prepaid Assets,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Other Current Assets,Prepaid Assets,Finished Goods,Other Receivables,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable
14113643.0,14113643.0,44095000.0,504731000.0,3108620000.0,475817000.0,504731000.0,3064525000.0,3108620000.0,3064525000.0,3064525000.0,2923389000.0,141136000.0,141136000.0,572246000.0,76101000.0,44095000.0,44095000.0,32006000.0,496145000.0,388651000.0,6068000.0,52555000.0,8076000.0,44479000.0,3636771000.0,2664809000.0,49407000.0,4693000.0,15128000.0,2559794000.0,2559794000.0,35787000.0,971962000.0,0.0,563137000.0,408825000.0,239629000.0,169196000.0,,2024-03-31,,,,,,,,,,,,,,,,,,,,
13421873.0,13421873.0,49768000.0,347609000.0,2886668000.0,330383000.0,347609000.0,2836900000.0,2886668000.0,2836900000.0,2836900000.0,2702681000.0,134219000.0,134219000.0,507515000.0,79229000.0,49768000.0,49768000.0,29461000.0,428286000.0,324735000.0,5805000.0,54431000.0,3493000.0,50938000.0,3344415000.0,2585746000.0,46244000.0,4240000.0,15669000.0,2489291000.0,2489291000.0,30302000.0,758669000.0,495000.0,362155000.0,396019000.0,274679000.0,121340000.0,,2023-09-30,,,,,,,,,,,,,,,,,,,,
13391573.0,13391573.0,59486000.0,306243000.0,2788590000.0,295050000.0,306243000.0,2729104000.0,2788590000.0,2729104000.0,2729104000.0,2595188000.0,133916000.0,133916000.0,501926000.0,87236000.0,59486000.0,59486000.0,27750000.0,414690000.0,327496000.0,5464000.0,25526000.0,4322000.0,21204000.0,3231030000.0,2521290000.0,45855000.0,3935000.0,16210000.0,2422861000.0,2422861000.0,32429000.0,709740000.0,495000.0,291288000.0,417957000.0,301592000.0,116365000.0,116365000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,
