Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
314402574.0,314402574.0,,1186000000.0,849518000000.0,856691000000.0,-33202000000.0,849518000000.0,855000000.0,856360000000.0,856360000000.0,856360000000.0,,856360000000.0,854788000000.0,,,1572000000.0,1572000000.0,297170000000.0,37630000000.0,31617000000.0,,3888000000.0,677000000.0,677000000.0,1448000000.0,259540000000.0,41739000000.0,509000000.0,178000000.0,331000000.0,13119000000.0,181936000000.0,,,12052000000.0,169884000000.0,1153530000000.0,927192000000.0,28049000000.0,,467000000.0,536819000000.0,536819000000.0,,,,,,6842000000.0,6842000000.0,349154000000.0,,349154000000.0,75043000000.0,274111000000.0,,,,,226338000000.0,25077000000.0,,203000000.0,,,53181000000.0,,,,,327000000.0,45968000000.0,,,101582000000.0,74987000000.0,26595000000.0,,2024-03-31
302080060.0,302080060.0,,3925000000.0,651562000000.0,661562000000.0,-73203000000.0,651562000000.0,294000000.0,657931000000.0,657931000000.0,657931000000.0,,657931000000.0,656421000000.0,,,1510000000.0,1510000000.0,246836000000.0,29610000000.0,28438000000.0,,,235000000.0,235000000.0,937000000.0,217226000000.0,32375000000.0,3690000000.0,59000000.0,3631000000.0,10843000000.0,152695000000.0,,,14311000000.0,138384000000.0,904767000000.0,760744000000.0,22995000000.0,,1032000000.0,516300000000.0,516300000000.0,,,,,,6369000000.0,6369000000.0,208333000000.0,,208333000000.0,26324000000.0,182009000000.0,,,,,144023000000.0,18532000000.0,,,,,47665000000.0,,,,,278000000.0,44619000000.0,,,32929000000.0,28013000000.0,4916000000.0,,2023-09-30
302080060.0,302080060.0,11785000000.0,12473000000.0,611545000000.0,630071000000.0,-84917000000.0,611545000000.0,315000000.0,617913000000.0,617913000000.0,617913000000.0,0.0,617913000000.0,616403000000.0,556071000000.0,4241000000.0,1510000000.0,1510000000.0,228056000000.0,26983000000.0,25850000000.0,25850000000.0,,249000000.0,249000000.0,884000000.0,201073000000.0,7153000000.0,12224000000.0,66000000.0,12158000000.0,9624000000.0,138831000000.0,9349000000.0,43000000.0,11584000000.0,117855000000.0,845969000000.0,729813000000.0,12438000000.0,9642000000.0,2794000000.0,458525000000.0,492438000000.0,458525000000.0,33318000000.0,1346000000.0,15245000000.0,16727000000.0,6368000000.0,6368000000.0,200977000000.0,-200620000000.0,401597000000.0,28152000000.0,3679000000.0,270138000000.0,32056000000.0,67572000000.0,0.0,116156000000.0,1713000000.0,0.0,,43000000.0,11105000000.0,42835000000.0,1587000000.0,15115000000.0,2096000000.0,24037000000.0,26507000000.0,33014000000.0,-30000000.0,33044000000.0,939000000.0,566000000.0,373000000.0,373000000.0,2023-03-31
