Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
24249326.0,24249326.0,550600000.0,866500000.0,7806400000.0,8809800000.0,5077600000.0,7806400000.0,32400000.0,7975700000.0,8119700000.0,7975700000.0,7975700000.0,7733200000.0,,,242500000.0,242500000.0,7879700000.0,248000000.0,,,,87200000.0,159900000.0,15900000.0,144000000.0,7631700000.0,244500000.0,706600000.0,16500000.0,690100000.0,,5800000.0,6553000000.0,,,48000000.0,6505000000.0,15855400000.0,3146100000.0,58300000.0,,100000.0,101500000.0,101500000.0,76700000.0,169300000.0,28900000.0,140400000.0,2711600000.0,,2711600000.0,0.0,2711600000.0,,,,,12709300000.0,626800000.0,,,4847600000.0,,,,16300000.0,6861100000.0,,,357500000.0,74000000.0,283500000.0,,2024-03-31
22849326.0,22849326.0,1098700000.0,1248600000.0,6569000000.0,7948300000.0,3973600000.0,6569000000.0,30300000.0,6730000000.0,6939800000.0,6730000000.0,6730000000.0,6501500000.0,,,228500000.0,228500000.0,7588100000.0,308700000.0,,,,87700000.0,219800000.0,10000000.0,209800000.0,7279400000.0,160100000.0,1028800000.0,20300000.0,1008500000.0,,7100000.0,5952700000.0,,,73500000.0,5879200000.0,14318100000.0,3065100000.0,58400000.0,,,99700000.0,99700000.0,95200000.0,161000000.0,20600000.0,140400000.0,2621400000.0,,2621400000.0,4700000.0,2616700000.0,,,,,11253000000.0,534600000.0,,,4697300000.0,,,,7000000.0,5816600000.0,,,197500000.0,77900000.0,119600000.0,,2023-09-30
22849326.0,22849326.0,767300000.0,878400000.0,6277400000.0,7257100000.0,3823500000.0,6277400000.0,52400000.0,6431100000.0,6699600000.0,6431100000.0,6431100000.0,262500000.0,4810800000.0,1112800000.0,228500000.0,228500000.0,6486400000.0,403300000.0,-200000.0,0.0,1200000.0,87900000.0,314400000.0,45900000.0,268500000.0,6083100000.0,135500000.0,564000000.0,6500000.0,557500000.0,7400000.0,7400000.0,5419200000.0,156200000.0,400000.0,59700000.0,5202900000.0,12917500000.0,3010900000.0,31100000.0,114200000.0,,104300000.0,104300000.0,95300000.0,153700000.0,13300000.0,140400000.0,2618700000.0,-886800000.0,3505500000.0,47200000.0,2571500000.0,1451100000.0,1285500000.0,721700000.0,0.0,9906600000.0,401900000.0,60400000.0,414100000.0,4253500000.0,3649900000.0,603600000.0,1600000.0,7700000.0,5110600000.0,-38200000.0,5148800000.0,58700000.0,74200000.0,58700000.0,58700000.0,2023-03-31
