Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,271985634.0,271985634.0,717500000.0,18743600000.0,18743600000.0,6644600000.0,18743600000.0,717500000.0,18743600000.0,18743600000.0,18743600000.0,18743600000.0,18471600000.0,,,272000000.0,272000000.0,13221700000.0,828200000.0,3600000.0,,,595500000.0,595500000.0,216100000.0,12393500000.0,1258300000.0,122000000.0,122000000.0,,986300000.0,9612700000.0,,,793600000.0,8819100000.0,31965300000.0,12927200000.0,79300000.0,,647600000.0,168200000.0,168200000.0,9043500000.0,,9043500000.0,1102800000.0,7940700000.0,,,,19038100000.0,535400000.0,,,2964100000.0,,,,66700000.0,1673900000.0,,,13798000000.0,4908100000.0,8889900000.0,,,2024-03-31
,271985634.0,271985634.0,686700000.0,17632100000.0,17632100000.0,5351300000.0,17632100000.0,686700000.0,17632100000.0,17632100000.0,17632100000.0,17632100000.0,17360100000.0,,,272000000.0,272000000.0,13447200000.0,778600000.0,4200000.0,,,586800000.0,586800000.0,174600000.0,12668600000.0,1171500000.0,99900000.0,99900000.0,,964800000.0,10008100000.0,,,1001500000.0,9006600000.0,31079300000.0,13059400000.0,83000000.0,,432700000.0,169500000.0,169500000.0,9385500000.0,,9385500000.0,1234800000.0,8150700000.0,,,,18019900000.0,431900000.0,,,3082700000.0,,,,66800000.0,1532000000.0,,,12906500000.0,4352000000.0,8554500000.0,,,2023-09-30
,271985634.0,271985634.0,689615000.0,17163843000.0,17163843000.0,4632482000.0,17163843000.0,689615000.0,17163843000.0,17163843000.0,17163843000.0,17163843000.0,-45113000.0,12965264000.0,127993000.0,271986000.0,271986000.0,11666050000.0,819696000.0,4000000.0,235905000.0,4015000.0,567406000.0,567406000.0,235900000.0,10846354000.0,1278900000.0,122209000.0,122209000.0,905111000.0,905100000.0,9726948000.0,1233318000.0,330819000.0,551571000.0,7611240000.0,28829893000.0,13351057000.0,130400000.0,290809000.0,288426000.0,185300000.0,185300000.0,9758760000.0,-11679134000.0,21437894000.0,1140768000.0,1412599000.0,14490040000.0,4394487000.0,0.0,15478836000.0,381100000.0,1169384000.0,1272120000.0,3354496000.0,1952517000.0,200957000.0,1201022000.0,48607000.0,1573661000.0,-59202000.0,1632863000.0,8060568000.0,1233000000.0,8060568000.0,7963632000.0,96936000.0,2023-03-31
