Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
3880000.0,0.4,695100000.0,9700000.0,9700000.0,697800000.0,13500000.0,100000.0,704800000.0,691300000.0,-1500000.0,1500000.0,,691980000.0,697800000.0,347800000.0,,,,,697800000.0,697800000.0,0.0,697800000.0,697800000.0,697800000.0,-8000000.0,689800000.0,643400000.0,9700000.0,,-1500000.0,1500000.0,,-341400000.0,347700000.0,11000000.0,13500000.0,13500000.0,98800000.0,98800000.0,6300000.0,100000.0,6400000.0,6400000.0,2024-03-31
5672.197765,0.056722,-363800000.0,100000.0,100000.0,557100000.0,9800000.0,0.0,-363700000.0,-373500000.0,9900000.0,,9900000.0,557005672.197765,557100000.0,380800000.0,1505675676.0,1505675676.0,0.37,0.37,557100000.0,557100000.0,0.0,557100000.0,557100000.0,557100000.0,33500000.0,590600000.0,626000000.0,100000.0,,9900000.0,,9900000.0,-373500000.0,380800000.0,14500000.0,9800000.0,9800000.0,57600000.0,57600000.0,7300000.0,0.0,7300000.0,7300000.0,2023-12-31
282956.456737,0.027472,543700000.0,10300000.0,10300000.0,520400000.0,8200000.0,-2052900000.0,554000000.0,545800000.0,-10700000.0,10700000.0,,510382956.456737,520400000.0,-1793200000.0,1486857143.0,1486857143.0,0.35,0.35,520400000.0,520400000.0,0.0,520400000.0,520400000.0,520400000.0,14700000.0,535100000.0,432800000.0,10300000.0,,-10700000.0,10700000.0,,-311800000.0,259700000.0,,8200000.0,8200000.0,86300000.0,86300000.0,-52100000.0,-2052900000.0,-2105000000.0,-2105000000.0,2023-09-30
87760433.604336,0.205962,-225000000.0,426100000.0,426100000.0,146600000.0,11900000.0,2060800000.0,201100000.0,189200000.0,-4700000.0,4700000.0,,-191739566.395664,146600000.0,2786800000.0,1466000000.0,1466000000.0,0.1,0.1,146600000.0,146600000.0,0.0,146600000.0,146600000.0,146500000.0,38000000.0,184500000.0,287700000.0,426100000.0,,-4700000.0,4700000.0,,-642100000.0,726000000.0,65000000.0,11900000.0,11900000.0,66400000.0,66400000.0,83900000.0,2060800000.0,2144700000.0,2144700000.0,2023-06-30
2688259.109312,0.336032,222400000.0,8000000.0,8000000.0,98400000.0,14000000.0,6697900000.0,230400000.0,216400000.0,770600000.0,68200000.0,,93088259.109312,98400000.0,7257200000.0,,,,,98400000.0,98400000.0,0.0,98400000.0,98400000.0,98400000.0,49800000.0,148200000.0,-417500000.0,8000000.0,-8300000.0,770600000.0,68200000.0,,-183000000.0,559300000.0,-213800000.0,14000000.0,12300000.0,485600000.0,-61300000.0,376300000.0,6697900000.0,7074200000.0,7074200000.0,2023-03-31
,,,,,,,,,,,,72900000.0,,,,1500769231.0,1500769231.0,0.65,0.65,,,,,,,,,,,-18000000.0,,,72900000.0,,,268400000.0,,,,,,,,,2022-12-31
-108235234.356961,0.245209,885600000.0,-441400000.0,-441400000.0,326900000.0,10100000.0,0.0,444200000.0,434100000.0,-1000000.0,1000000.0,,660064765.643039,326900000.0,522800000.0,1485909091.0,1485909091.0,0.22,0.22,326900000.0,326900000.0,0.0,326900000.0,326900000.0,326900000.0,106200000.0,433100000.0,1381000000.0,-441400000.0,,-1000000.0,1000000.0,,-516300000.0,522800000.0,3800000.0,10100000.0,10100000.0,79200000.0,79200000.0,6500000.0,0.0,6500000.0,6500000.0,2024-06-30 00:00:00
