Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Restricted Cash,Prepaid Assets,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
485058818.0,485058818.0,909545000.0,914133000.0,-771813000.0,142320000.0,272955000.0,-771813000.0,-771813000.0,142320000.0,-771813000.0,-771813000.0,-5622401000.0,,,4850588000.0,4850588000.0,1070059000.0,1065852000.0,100000.0,0.0,,666000.0,914133000.0,914133000.0,4207000.0,,,,,4207000.0,4207000.0,0.0,0.0,298246000.0,21084000.0,17776000.0,0.0,3308000.0,3308000.0,,0.0,0.0,,,,,,277162000.0,,,155638000.0,0.0,121524000.0,116936000.0,4588000.0,,,2024-03-31
485058818.0,485058818.0,853200000.0,860400000.0,-679000000.0,181400000.0,298600000.0,-679000000.0,-679000000.0,181400000.0,-679000000.0,-679000000.0,-5529600000.0,,,4850600000.0,4850600000.0,1003100000.0,1003100000.0,5300000.0,0.0,,500000.0,860400000.0,860400000.0,0.0,,,,,0.0,,0.0,0.0,324100000.0,25500000.0,20700000.0,0.0,4800000.0,4800000.0,0.0,0.0,0.0,,,,,,298600000.0,,,171100000.0,0.0,127500000.0,120300000.0,7200000.0,,,2023-09-30
485058818.0,485058818.0,694500000.0,9500000.0,-738300000.0,-728800000.0,-738400000.0,-738300000.0,-738300000.0,-738300000.0,-738300000.0,-738300000.0,49900000.0,-13681600000.0,6603400000.0,4850600000.0,4850600000.0,1086800000.0,-100000.0,-100000.0,0.0,0.0,,0.0,0.0,1086900000.0,9500000.0,9500000.0,0.0,65800000.0,146600000.0,146600000.0,,0.0,348500000.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348500000.0,0.0,173100000.0,173100000.0,0.0,175400000.0,,175400000.0,0.0,175400000.0,2023-03-31
