Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
393889200.0,393889200.0,10884000.0,1275809000.0,1277579000.0,827544000.0,1275809000.0,9114000.0,1275809000.0,1276891000.0,1275809000.0,1275809000.0,881920000.0,,,393889000.0,393889000.0,1023273000.0,32992000.0,,8547000.0,7465000.0,1082000.0,3304000.0,990281000.0,883451000.0,2337000.0,1649000.0,688000.0,,34915000.0,45898000.0,,,45898000.0,2299082000.0,481257000.0,15227000.0,,8921000.0,140008000.0,140008000.0,,,,64998000.0,252103000.0,,252103000.0,,252103000.0,,1817825000.0,341862000.0,,927789000.0,,,192000000.0,964000.0,6319000.0,,,348891000.0,211656000.0,137235000.0,,2024-03-31
393889200.0,393889200.0,,1138002000.0,1138002000.0,761177000.0,1138002000.0,,1138002000.0,1138002000.0,1138002000.0,1138002000.0,744113000.0,,,393889000.0,393889000.0,1366434000.0,25635000.0,,,,,2623000.0,1340799000.0,1249668000.0,,,,,12173000.0,78676000.0,,,78676000.0,2504436000.0,402460000.0,12623000.0,,20276000.0,221701000.0,221701000.0,,,,65551000.0,82309000.0,,82309000.0,76789000.0,5520000.0,,2101976000.0,324729000.0,,1249446000.0,,,223855000.0,9913000.0,450000.0,,,293583000.0,168880000.0,124703000.0,,2023-09-30
393889200.0,393889200.0,0.0,1141822000.0,1141822000.0,1007126000.0,1141822000.0,,1141822000.0,1141822000.0,1141822000.0,1141822000.0,747933000.0,-8192000.0,580000.0,393889000.0,393889000.0,673283000.0,48636000.0,2486000.0,0.0,,0.0,2486000.0,624647000.0,519564000.0,0.0,,0.0,2641000.0,11046000.0,102593000.0,11197000.0,0.0,91396000.0,1815105000.0,183332000.0,9344000.0,9344000.0,18891000.0,21380000.0,21380000.0,65242000.0,63839000.0,1403000.0,66107000.0,2368000.0,-115000.0,2483000.0,,,2483000.0,1631773000.0,161000.0,277706000.0,987566000.0,525923000.0,461643000.0,218996000.0,3373000.0,450000.0,-350000.0,750000.0,146894000.0,30686000.0,116208000.0,116208000.0,2023-03-31
