Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Pensionand Other Post Retirement Benefit Plans Current
2872340.0,277552476.0,280424816.0,1382800000.0,7654600000.0,-1319800000.0,20805900000.0,-177100000.0,-1319800000.0,911600000.0,14062900000.0,18373000000.0,14062900000.0,14062900000.0,13785400000.0,,,277500000.0,277500000.0,37428300000.0,6495500000.0,,1239700000.0,4980100000.0,670000000.0,4310100000.0,30932800000.0,2411100000.0,,2674500000.0,241600000.0,2432900000.0,369800000.0,15461500000.0,,,1302000000.0,14159500000.0,51491200000.0,20735500000.0,34800000.0,,884400000.0,512200000.0,512200000.0,,15382700000.0,4248100000.0,11134600000.0,1327300000.0,,1327300000.0,0.0,1327300000.0,,,,,30755700000.0,2208500000.0,,0.0,,,980000000.0,,,,16050800000.0,,,11516400000.0,6156200000.0,5360200000.0,,,2024-03-31,
2923672.0,277501144.0,280424816.0,1503100000.0,5031700000.0,-1341600000.0,18627200000.0,386300000.0,-1341600000.0,804900000.0,14400400000.0,16455600000.0,14400400000.0,14400400000.0,14261700000.0,,,138700000.0,138700000.0,34081100000.0,7780900000.0,,1382700000.0,2582800000.0,527600000.0,2055200000.0,26300200000.0,2702400000.0,,2448900000.0,277300000.0,2171600000.0,356600000.0,16404800000.0,,,1278100000.0,15126700000.0,48481500000.0,21795000000.0,76800000.0,,841300000.0,1973400000.0,1973400000.0,,15742000000.0,4654900000.0,11087100000.0,1238000000.0,,1238000000.0,7600000.0,1230400000.0,,,,,26686500000.0,1867300000.0,,0.0,,,1816400000.0,,,,17163400000.0,,,5839400000.0,3115700000.0,2723700000.0,,,2023-09-30,
3015004.0,277409812.0,280424816.0,761800000.0,5905000000.0,-3008100000.0,17942300000.0,2517500000.0,-3008100000.0,969200000.0,13006500000.0,16057100000.0,13006500000.0,13006500000.0,94400000.0,11322000000.0,693800000.0,138700000.0,138700000.0,30562300000.0,8929000000.0,4359700000.0,706900000.0,3725700000.0,675100000.0,3050600000.0,21633300000.0,33900000.0,921400000.0,2179300000.0,294100000.0,1885200000.0,310600000.0,17584500000.0,4590900000.0,44900000.0,921400000.0,12948700000.0,43568800000.0,19418000000.0,-100000.0,195800000.0,0.0,139600000.0,123300000.0,16300000.0,16014600000.0,5030900000.0,10983700000.0,1316400000.0,-325700000.0,1642100000.0,8200000.0,1308100000.0,670800000.0,944100000.0,19000000.0,0.0,24150800000.0,1745900000.0,32500000.0,253300000.0,59300000.0,220900000.0,288200000.0,288200000.0,2229800000.0,291400000.0,11474100000.0,-230700000.0,11704800000.0,9301300000.0,5127300000.0,4174000000.0,1537100000.0,2636900000.0,2023-03-31,
