Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
171999229.0,171999229.0,1030500000.0,7906100000.0,10839900000.0,5387400000.0,7906100000.0,807600000.0,10617000000.0,10617000000.0,10617000000.0,10617000000.0,9756700000.0,,,860300000.0,860300000.0,2466700000.0,839500000.0,28900000.0,,,20600000.0,747900000.0,747900000.0,35200000.0,1627200000.0,226600000.0,,282600000.0,59700000.0,222900000.0,219300000.0,724400000.0,,,122000000.0,602400000.0,13083700000.0,6069100000.0,209800000.0,,103700000.0,103700000.0,0.0,2710900000.0,2710900000.0,3044700000.0,,3044700000.0,170500000.0,2874200000.0,,,,,7014600000.0,174500000.0,,0.0,,,1084400000.0,,,,3100000.0,,1210200000.0,,,4542400000.0,903900000.0,3638500000.0,,,2024-03-31
171999229.0,171999229.0,798700000.0,7790200000.0,10623700000.0,5353700000.0,7790200000.0,665800000.0,10490800000.0,10490800000.0,10490800000.0,10490800000.0,9630500000.0,,,860300000.0,860300000.0,2289600000.0,763500000.0,32100000.0,57800000.0,,7800000.0,665800000.0,665800000.0,,1526100000.0,192100000.0,,132900000.0,,132900000.0,230000000.0,705600000.0,,,56800000.0,648800000.0,12780400000.0,5900600000.0,259000000.0,,13000000.0,13000000.0,0.0,2700600000.0,2700600000.0,2928000000.0,,2928000000.0,306900000.0,2621100000.0,,,,,6879800000.0,151400000.0,,0.0,,,921000000.0,,,,3300000.0,,1408100000.0,,,4396000000.0,250700000.0,4145300000.0,,,2023-09-30
171999229.0,171999229.0,832300000.0,7629600000.0,10509700000.0,5270600000.0,7629600000.0,766300000.0,10443700000.0,10443700000.0,10443700000.0,10443700000.0,9583500000.0,9378900000.0,9100000.0,860300000.0,860300000.0,2298100000.0,824700000.0,5400000.0,50900000.0,26700000.0,11200000.0,730500000.0,730500000.0,,1473400000.0,296900000.0,4700000.0,101800000.0,35800000.0,66000000.0,206000000.0,862300000.0,164600000.0,44800000.0,4700000.0,652900000.0,12741800000.0,5997800000.0,100000.0,253600000.0,100000.0,100000.0,0.0,2814100000.0,2814100000.0,2929900000.0,-790700000.0,3720600000.0,226100000.0,2703900000.0,2360700000.0,447300000.0,686500000.0,0.0,6744000000.0,183500000.0,200000.0,4600000.0,66100000.0,164800000.0,1087800000.0,580500000.0,35800000.0,471500000.0,25800000.0,20800000.0,1593200000.0,-43500000.0,1636700000.0,3780700000.0,80900000.0,3780700000.0,3521300000.0,259400000.0,2023-03-31
