Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-53763586.122635,0.052896,36410900000.0,-1016400000.0,-1016400000.0,26545800000.0,6503600000.0,23804100000.0,35394500000.0,28890900000.0,-735700000.0,735700000.0,27508436413.877365,26545800000.0,93721600000.0,,,,,26545800000.0,26545800000.0,0.0,26545800000.0,-41600000.0,26587400000.0,26587400000.0,1489300000.0,28155200000.0,6059400000.0,-1016400000.0,,,,-735700000.0,735700000.0,24411700000.0,69917500000.0,42116200000.0,6503600000.0,6503600000.0,94329200000.0,23804100000.0,118133300000.0,118133300000.0,2024-03-31
-100589128.601663,0.14409,37270300000.0,-698100000.0,-698100000.0,25237500000.0,6221400000.0,27369400000.0,36572200000.0,30350800000.0,-347300000.0,347300000.0,25835010871.39834,25237500000.0,94267300000.0,2403571429.0,2403571429.0,10.5,10.5,25237500000.0,25237500000.0,0.0,25237500000.0,-367900000.0,25605400000.0,25605400000.0,4323200000.0,30003500000.0,2502000000.0,-698100000.0,,,,-347300000.0,347300000.0,27301300000.0,66897900000.0,39281700000.0,6221400000.0,6221400000.0,94199200000.0,27369400000.0,121568600000.0,121568600000.0,2023-12-31
0.0,0.139777,34729900000.0,0.0,0.0,23755100000.0,6328200000.0,27870900000.0,34729900000.0,28401700000.0,-492900000.0,492900000.0,23755100000.0,23755100000.0,94224600000.0,2399505051.0,2399505051.0,9.9,9.9,23755100000.0,23755100000.0,0.0,23755100000.0,-95900000.0,23851000000.0,23851000000.0,3901000000.0,27908800000.0,2936100000.0,0.0,,,,-492900000.0,492900000.0,25806500000.0,66353700000.0,38274900000.0,6328200000.0,6328200000.0,92160200000.0,27870900000.0,120031100000.0,120031100000.0,2023-09-30
-609137118.421371,0.188663,35362100000.0,-3228700000.0,-3228700000.0,20225400000.0,6513200000.0,27581700000.0,32133400000.0,25620200000.0,-808800000.0,808800000.0,22844962881.57863,20225400000.0,91067400000.0,2407785714.0,2407785714.0,8.4,8.4,20225400000.0,20225400000.0,0.0,20225400000.0,168900000.0,20056500000.0,20056500000.0,4681000000.0,24811400000.0,2044400000.0,-3228700000.0,1229200000.0,1492100000.0,507400000.0,-808800000.0,808800000.0,26784100000.0,63485700000.0,34509000000.0,6513200000.0,6513200000.0,90269800000.0,27581700000.0,117851500000.0,117851500000.0,2023-06-30
-170640322.589287,0.099527,31754110000.0,-1714510000.0,-1714510000.0,19844700000.0,6715300000.0,22502200000.0,30039600000.0,23324300000.0,-927400000.0,927400000.0,21388569677.41072,19844700000.0,85678000000.0,,,,,19844700000.0,19844700000.0,0.0,19844700000.0,15700000.0,19829000000.0,19829000000.0,2229100000.0,22396900000.0,3732800000.0,-1714510000.0,,,,-927400000.0,927400000.0,21577699999.99999,63175800000.0,36716000000.0,6715300000.0,6715300000.0,84753500000.0,22502200000.0,107255700000.0,107255700000.0,2023-03-31
,,,,,,,,,,,,,,,2406677778.0,2406677778.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.161312,41401700000.0,0.0,0.0,28356200000.0,6551300000.0,26754300000.0,41401700000.0,34850400000.0,-615400000.0,615400000.0,28356200000.0,28356200000.0,95215700000.0,2403067797.0,2403067797.0,11.8,11.8,28356200000.0,28356200000.0,0.0,28356200000.0,-248900000.0,28605100000.0,28605100000.0,5522500000.0,34235000000.0,5325500000.0,0.0,,,,-615400000.0,615400000.0,30029400000.0,68461400000.0,38646300000.0,6551300000.0,6551300000.0,98490800000.0,26754300000.0,125245100000.0,125245100000.0,2024-06-30 00:00:00
