Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
1333333.0,1333333.0,1123810000.0,1131882000.0,1665254000.0,2793022000.0,360425000.0,1665254000.0,6240000.0,1667380000.0,1886451000.0,1667417000.0,37000.0,1667380000.0,1654047000.0,,,13333000.0,13333000.0,1757038000.0,381546000.0,,,124233000.0,222462000.0,3391000.0,219071000.0,33321000.0,1375492000.0,167725000.0,909420000.0,2849000.0,906571000.0,,17593000.0,244623000.0,,,3019000.0,241604000.0,3424455000.0,1688538000.0,80813000.0,,1346000.0,1346000.0,9794000.0,2126000.0,2126000.0,1594459000.0,,1594459000.0,10489000.0,1583970000.0,,,,,1735917000.0,104748000.0,,,,491394000.0,,,,,,0.0,1060083000.0,,,79692000.0,77860000.0,1832000.0,,2024-03-31,
1333333.0,1333333.0,936578000.0,947341000.0,1514578000.0,2455103000.0,446370000.0,1514578000.0,8199000.0,1515961000.0,1712367000.0,1515994000.0,33000.0,1515961000.0,1502628000.0,,,13333000.0,13333000.0,1538121000.0,340343000.0,,,115161000.0,201240000.0,4834000.0,196406000.0,23292000.0,1197778000.0,221766000.0,746101000.0,3365000.0,742736000.0,,16281000.0,188015000.0,,,,188015000.0,3054115000.0,1409967000.0,89775000.0,,1346000.0,1346000.0,9910000.0,1383000.0,1383000.0,1307553000.0,,1307553000.0,153327000.0,1154226000.0,,,,,1644148000.0,134304000.0,,,,435278000.0,,,,,,3148000.0,780183000.0,,,291235000.0,288671000.0,2564000.0,,2023-09-30,
1333333.0,1333333.0,876874000.0,891486000.0,1472726000.0,2357037000.0,615272000.0,1472726000.0,8622000.0,1474173000.0,1723464000.0,1474208000.0,35000.0,1474173000.0,1460840000.0,803856000.0,4167000.0,13333000.0,13333000.0,1392911000.0,388651000.0,699000.0,16766000.0,116795000.0,254391000.0,5100000.0,249291000.0,16766000.0,1004260000.0,140310000.0,637095000.0,3522000.0,633573000.0,16298000.0,16298000.0,180652000.0,25375000.0,461000.0,,154816000.0,2867119000.0,1247586000.0,1000.0,101900000.0,1346000.0,1346000.0,10026000.0,1447000.0,1447000.0,1132866000.0,-1448827000.0,2581693000.0,110186000.0,1022679000.0,1797117000.0,513830000.0,160560000.0,0.0,1619532000.0,129580000.0,10327000.0,861000.0,60064000.0,464085000.0,18037000.0,138955000.0,52027000.0,255066000.0,145121000.0,66322000.0,706946000.0,-4264000.0,711210000.0,165806000.0,159816000.0,5990000.0,5990000.0,2023-03-31,
