Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
840000000.0,840000000.0,213800000.0,238000000.0,2197400000.0,2454300000.0,2348200000.0,2197400000.0,2216300000.0,2454300000.0,2216300000.0,0.0,2216300000.0,1376300000.0,,,840000000.0,840000000.0,1053700000.0,400400000.0,68400000.0,12200000.0,,,,238000000.0,238000000.0,700000.0,653300000.0,,,,653300000.0,,0.0,653300000.0,3270000000.0,268500000.0,9900000.0,19000000.0,137600000.0,,137600000.0,20100000.0,18900000.0,4000000.0,14900000.0,63000000.0,,63000000.0,,63000000.0,,,,3001500000.0,,,,1425400000.0,8300000.0,102700000.0,,,1465100000.0,1440900000.0,24200000.0,,2024-03-31
840000000.0,840000000.0,224500000.0,304200000.0,2093000000.0,2417500000.0,2249500000.0,2093000000.0,2113300000.0,2417500000.0,2113300000.0,,2113300000.0,1273300000.0,,,840000000.0,840000000.0,1245600000.0,494200000.0,3200000.0,,,,131200000.0,304200000.0,304200000.0,1200000.0,751400000.0,,,,751400000.0,,,751400000.0,3358900000.0,358000000.0,12400000.0,32500000.0,208800000.0,,208800000.0,20100000.0,20300000.0,5400000.0,14900000.0,63900000.0,,63900000.0,,63900000.0,,,,3000900000.0,,,81000000.0,1257800000.0,18300000.0,116200000.0,,,1527600000.0,1447900000.0,79700000.0,,2023-09-30
840000000.0,840000000.0,235408000.0,281027000.0,2065999000.0,2368666000.0,714191000.0,2065999000.0,2087639000.0,2089340000.0,2087668000.0,29000.0,2087639000.0,1247600000.0,597037000.0,81163000.0,840000000.0,840000000.0,684969000.0,49183000.0,-1000.0,,589000.0,3141000.0,43753000.0,1701000.0,1701000.0,600000.0,635786000.0,500000.0,279326000.0,279326000.0,355458000.0,925000.0,,354533000.0,2772637000.0,1422692000.0,11700000.0,22899000.0,1042270000.0,2000000.0,1040270000.0,20051000.0,21640000.0,6724000.0,14916000.0,89553000.0,-100967000.0,190520000.0,0.0,-1000.0,86318000.0,104203000.0,0.0,1349977000.0,1474000.0,8753000.0,2875000.0,959053000.0,1526000.0,38666000.0,-24969000.0,63635000.0,337630000.0,292011000.0,45619000.0,45619000.0,2023-03-31
