Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
28791710.0,28791710.0,63802400.0,68655900.0,1613447600.0,1682103500.0,421487200.0,1613447600.0,1613447600.0,1613447600.0,1613447600.0,0.0,1613447600.0,1325530500.0,,,,287917100.0,287917100.0,98964500.0,0.0,,0.0,0.0,0.0,0.0,98964500.0,3198100.0,68655900.0,68655900.0,26104000.0,,0.0,26104000.0,1712412100.0,1191960500.0,7015200.0,0.0,15114200.0,10700.0,10700.0,0.0,0.0,0.0,0.0,1169820400.0,,1169820400.0,0.0,1169820400.0,,,,,520451700.0,133850500.0,,0.0,224511900.0,,,,0.0,125162200.0,,,36927100.0,32073600.0,4853500.0,,2024-03-31
28791710.0,28791710.0,58524600.0,61578600.0,1562778700.0,1624357300.0,356836100.0,1562778700.0,1562778700.0,1624357300.0,1562778700.0,0.0,1562778700.0,1274861600.0,,,,287917100.0,287917100.0,96429900.0,100.0,-61578500.0,0.0,0.0,61578600.0,61578600.0,96429800.0,62195200.0,0.0,0.0,33228100.0,,0.0,33228100.0,1659208600.0,1205942700.0,7015200.0,,15696300.0,10700.0,10700.0,0.0,0.0,0.0,0.0,1183220500.0,,1183220500.0,97184400.0,1086036100.0,,,,,453265900.0,108986900.0,,0.0,209904400.0,,,,2865000.0,90455600.0,,,41054000.0,38000000.0,3054000.0,,2023-09-30
28791710.0,28791710.0,17025000.0,63396000.0,1540752000.0,1604148000.0,394193000.0,1540752000.0,1540752000.0,1604148000.0,1540752000.0,0.0,1540752000.0,1252834800.0,0.0,892704000.0,296289000.0,287917000.0,287917000.0,147283000.0,63397000.0,1000.0,0.0,0.0,63396000.0,63396000.0,83886000.0,382700.0,0.0,0.0,83784000.0,1006000.0,281000.0,82497000.0,1688035000.0,1209956000.0,2000.0,7015000.0,15696000.0,11000.0,11000.0,,0.0,0.0,0.0,1187232000.0,-852737000.0,2039969000.0,100384000.0,69492000.0,1370374000.0,293837000.0,205882000.0,0.0,478079000.0,102250100.0,2872000.0,60954000.0,238477000.0,-1000.0,66552000.0,171926000.0,47388000.0,82017000.0,0.0,82017000.0,46371000.0,47188300.0,46371000.0,46371000.0,2023-03-31
