Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1500000000.0,1500000000.0,324000000.0,1538700000.0,16255500000.0,17788000000.0,11290900000.0,16255500000.0,7500000.0,16256800000.0,16256800000.0,16256800000.0,,16256800000.0,14756800000.0,,1500000000.0,1500000000.0,20610000000.0,324500000.0,,,0.0,,0.0,270300000.0,20285500000.0,2646600000.0,1538700000.0,7500000.0,1531200000.0,10825100000.0,3543200000.0,,,169000000.0,3374200000.0,36866800000.0,5290400000.0,314100000.0,,1616000000.0,588700000.0,588700000.0,2467200000.0,29300000.0,1300000.0,1300000.0,259300000.0,,259300000.0,0.0,259300000.0,,,,,31576400000.0,13113800000.0,0.0,,,3600000.0,,,412800000.0,160900000.0,3927400000.0,,,13957900000.0,12750700000.0,1207200000.0,,,2024-03-31
1500000000.0,1500000000.0,,264800000.0,14464500000.0,14679400000.0,10609800000.0,14464500000.0,51100000.0,14465700000.0,14465700000.0,14465700000.0,,14465700000.0,12965700000.0,,1500000000.0,1500000000.0,19667100000.0,474600000.0,,,49900000.0,49900000.0,0.0,366900000.0,19192500000.0,2978300000.0,214900000.0,1200000.0,213700000.0,10804000000.0,3927100000.0,,,1518500000.0,2408600000.0,34132800000.0,4330500000.0,284500000.0,,1544300000.0,438900000.0,438900000.0,1755700000.0,34600000.0,1200000.0,1200000.0,255400000.0,,255400000.0,0.0,255400000.0,,,,,29802300000.0,13060400000.0,0.0,,,3600000.0,,,11300000.0,1661600000.0,1393400000.0,,,13672000000.0,12824800000.0,847200000.0,,,2023-09-30
1500000000.0,1500000000.0,,2025400000.0,14116400000.0,16076000000.0,10711100000.0,14116400000.0,67000000.0,14117600000.0,14117600000.0,14117600000.0,0.0,14117600000.0,11300000.0,6468500000.0,1500000000.0,1500000000.0,22661500000.0,488700000.0,-10000000.0,430300000.0,58400000.0,58400000.0,0.0,430300000.0,22172800000.0,20400000.0,1967000000.0,8600000.0,1958400000.0,10824400000.0,5457900000.0,520200000.0,1600000.0,1467800000.0,3468300000.0,36779100000.0,3895200000.0,400000.0,482900000.0,1544300000.0,263400000.0,263400000.0,1223300000.0,35500000.0,1200000.0,1200000.0,299000000.0,-404000000.0,703000000.0,0.0,109600000.0,482300000.0,106100000.0,5000000.0,0.0,32883900000.0,176900000.0,0.0,593100000.0,11155500000.0,11500000.0,9100000.0,2400000.0,2139700000.0,1895000000.0,4045600000.0,-3902200000.0,7947700000.0,12866600000.0,9679500000.0,3187100000.0,3119100000.0,68000000.0,2023-03-31
