Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
163986129.0,163986129.0,72131800000.0,74258500000.0,17814600000.0,92085600000.0,85792600000.0,17814600000.0,17827100000.0,92085600000.0,18185700000.0,358600000.0,17827100000.0,16187200000.0,,,1639900000.0,1639900000.0,77287700000.0,77010300000.0,67100000.0,,74258500000.0,74258500000.0,101100000.0,277400000.0,,,,,,277400000.0,18900000.0,47000000.0,211500000.0,95473400000.0,9403400000.0,280000000.0,118500000.0,8050200000.0,8050200000.0,12500000.0,12500000.0,942200000.0,,942200000.0,698000000.0,212300000.0,,31900000.0,0.0,86070000000.0,,,77194400000.0,25200000.0,65400000.0,8785000000.0,6658300000.0,2126700000.0,,,2024-03-31
163986129.0,163986129.0,61437700000.0,67125300000.0,16434200000.0,83571900000.0,79388500000.0,16434200000.0,16446600000.0,83571900000.0,16719300000.0,272700000.0,16446600000.0,15900000000.0,,,546600000.0,546600000.0,72770600000.0,72517500000.0,2590500000.0,0.0,67125300000.0,67125300000.0,101700000.0,253100000.0,,,,,,253100000.0,15900000.0,22800000.0,214400000.0,89489900000.0,9848300000.0,168400000.0,177400000.0,8664800000.0,8664800000.0,12400000.0,12400000.0,825300000.0,,825300000.0,612700000.0,212600000.0,,,,79641600000.0,,,67999400000.0,25200000.0,46500000.0,11570500000.0,5882900000.0,5687600000.0,,,2023-09-30
163986129.0,163986129.0,58888600000.0,61275300000.0,15172900000.0,76461800000.0,9592200000.0,15172900000.0,15186500000.0,43975800000.0,15446700000.0,260200000.0,15186500000.0,1100000.0,6796300000.0,4269500000.0,546600000.0,546600000.0,64690900000.0,28833700000.0,1200000.0,,28789300000.0,28789300000.0,94900000.0,35857200000.0,31500000.0,20600000.0,32486000000.0,32486000000.0,93700000.0,165200000.0,18400000.0,20600000.0,146800000.0,80137600000.0,34688200000.0,98800000.0,193300000.0,7926000000.0,7926000000.0,13600000.0,13600000.0,730700000.0,-82000000.0,812700000.0,576600000.0,146600000.0,161800000.0,74300000.0,0.0,45449400000.0,46600000.0,56500000.0,36663000000.0,25200000.0,43000000.0,8640300000.0,6253600000.0,2386700000.0,1700800000.0,685900000.0,2023-03-31
