Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
34266434.0,34266434.0,2172731000.0,3496132000.0,885017000.0,3788948000.0,-283652000.0,885017000.0,1201868000.0,1494684000.0,3679760000.0,1494684000.0,1494684000.0,1323352000.0,,,171332000.0,171332000.0,4279109000.0,3499344000.0,856000.0,,,,3323572000.0,1138496000.0,2185076000.0,18665000.0,779765000.0,46110000.0,172560000.0,63372000.0,109188000.0,,6394000.0,235579000.0,,,235579000.0,5773793000.0,5277680000.0,21999000.0,,,241417000.0,,114574000.0,114574000.0,,609667000.0,19040000.0,590627000.0,4273982000.0,,4273982000.0,88989000.0,4184993000.0,,,,,496113000.0,178176000.0,,,,,23755000.0,,,51085000.0,51542000.0,,,191555000.0,70022000.0,121533000.0,,,2024-03-31
31566434.0,31566434.0,2218755000.0,3832927000.0,787922000.0,4117507000.0,-462759000.0,787922000.0,1109946000.0,1394526000.0,3632236000.0,1394526000.0,1394526000.0,1236694000.0,,,157832000.0,157832000.0,4619247000.0,3312415000.0,994000.0,,,0.0,3182669000.0,944959000.0,2237710000.0,19221000.0,1306832000.0,29446000.0,650258000.0,164987000.0,485271000.0,,5954000.0,255028000.0,,,255028000.0,6013773000.0,5169700000.0,24231000.0,40020000.0,,237396000.0,,85109000.0,85109000.0,0.0,606604000.0,15977000.0,590627000.0,4176340000.0,,4176340000.0,61429000.0,4114911000.0,,,,,844073000.0,94838000.0,0.0,,,,25025000.0,,,102733000.0,42221000.0,,,579256000.0,75030000.0,504226000.0,,,2023-09-30
31566434.0,31566434.0,2176907000.0,3544569000.0,787358000.0,3812981000.0,-445490000.0,787358000.0,1121074000.0,1389486000.0,3608343000.0,1389486000.0,1389486000.0,202500000.0,423748000.0,595272000.0,157832000.0,157832000.0,4409146000.0,3415304000.0,527000.0,18886000.0,51000.0,0.0,3209301000.0,990444000.0,2218857000.0,18886000.0,993842000.0,1000.0,335268000.0,130630000.0,204638000.0,5893000.0,5893000.0,494292000.0,288646000.0,93000.0,205553000.0,5798632000.0,5250280000.0,20793000.0,75669000.0,0.0,234424000.0,0.0,69411000.0,69411000.0,0.0,602128000.0,11501000.0,590627000.0,4291681000.0,-1199111000.0,5490792000.0,46073000.0,1474384000.0,745262000.0,2603469000.0,621604000.0,0.0,548352000.0,5692000.0,0.0,17610000.0,93000.0,118954000.0,21037000.0,16531000.0,4506000.0,69480000.0,53231000.0,-10252000.0,63483000.0,262205000.0,15617000.0,246588000.0,229802000.0,16786000.0,2023-03-31
