Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Current Deferred Taxes Liabilities
11153874.0,11153874.0,,1848499000.0,15927873000.0,15969276000.0,9373230000.0,15927873000.0,1848499000.0,15969276000.0,15969276000.0,15969276000.0,15969276000.0,15857737000.0,,,111539000.0,111539000.0,10856525000.0,1474639000.0,54141000.0,,1420498000.0,1420498000.0,9381886000.0,1234259000.0,428001000.0,428001000.0,0.0,28383000.0,281950000.0,2329571000.0,,,129830000.0,2199741000.0,26825801000.0,8070685000.0,187559000.0,,92701000.0,202746000.0,202746000.0,41403000.0,,7223417000.0,,7223417000.0,2386842000.0,4836575000.0,,,,,18755116000.0,2219489000.0,,,11703016000.0,,,,,,1586377000.0,,,3246234000.0,2914381000.0,331853000.0,,2024-03-31,,
11153874.0,11153874.0,,1861611000.0,15278040000.0,15299444000.0,8799452000.0,15278040000.0,1861611000.0,15299444000.0,15299444000.0,15299444000.0,15299444000.0,15187905000.0,,,111539000.0,111539000.0,11121078000.0,1489973000.0,58888000.0,,1431085000.0,1431085000.0,9631105000.0,1043091000.0,430526000.0,430526000.0,0.0,16735000.0,303063000.0,2971380000.0,,,401410000.0,2569970000.0,26420522000.0,7989965000.0,419696000.0,,103744000.0,202926000.0,202926000.0,21404000.0,,6921416000.0,,6921416000.0,1975028000.0,4946388000.0,,,,,18430557000.0,2061948000.0,,,13618970000.0,,,,,,1537013000.0,,,1212626000.0,111530000.0,1101096000.0,,2023-09-30,,
11153874.0,11153874.0,2475380000.0,4063960000.0,13684610000.0,16192460000.0,7709940000.0,13684610000.0,1581980000.0,13710480000.0,13710480000.0,13710480000.0,13710480000.0,13598940000.0,12447030000.0,412010000.0,111540000.0,111540000.0,13217620000.0,1281630000.0,63631000.0,63630000.0,1218000000.0,1218000000.0,11935990000.0,356520000.0,2845960000.0,363980000.0,2481980000.0,322140000.0,322139000.0,5194440000.0,2293580000.0,2520000.0,22040000.0,2876300000.0,26928100000.0,7282170000.0,373706000.0,250860000.0,51190000.0,204113000.0,204113000.0,25870000.0,25870000.0,6657070000.0,-2143560000.0,8800630000.0,1831210000.0,4825861000.0,4368660000.0,2515300000.0,85460000.0,0.0,19645930000.0,2136435000.0,74380000.0,278150000.0,15952640000.0,11945740000.0,432660000.0,3574240000.0,15670000.0,1857760000.0,1460670000.0,-29320000.0,1489990000.0,6660000.0,60000.0,6600000.0,6600000.0,2023-03-31,,
