Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
309897201.0,309897201.0,25276900000.0,26182400000.0,54471800000.0,81866300000.0,-98700000.0,54471800000.0,63300000.0,55747200000.0,69899800000.0,55992900000.0,245700000.0,55747200000.0,52648200000.0,,,3099000000.0,3099000000.0,51013400000.0,23045800000.0,4982700000.0,2311500000.0,14204100000.0,51500000.0,14152600000.0,1547500000.0,27967600000.0,1866400000.0,,11978300000.0,11800000.0,11966500000.0,789000000.0,12481000000.0,,,35400000.0,12445600000.0,107006300000.0,79137400000.0,2809100000.0,,,,4513400000.0,,4513400000.0,,,,,,1275400000.0,584500000.0,690900000.0,69361800000.0,,69361800000.0,1901000000.0,67460800000.0,,,,,27868900000.0,4647300000.0,473500000.0,,,6305100000.0,,,,7962800000.0,213400000.0,6994100000.0,,,1272700000.0,430500000.0,842200000.0,,,2024-03-31
309897201.0,309897201.0,27539100000.0,28324100000.0,55088300000.0,84595000000.0,2924300000.0,55088300000.0,68400000.0,56339300000.0,72542800000.0,56583700000.0,244400000.0,56339300000.0,53240300000.0,,,3099000000.0,3099000000.0,55798100000.0,25864300000.0,5438100000.0,2432500000.0,16261000000.0,57500000.0,16203500000.0,1732700000.0,29933800000.0,2467800000.0,,12063100000.0,10900000.0,12052200000.0,594300000.0,13877500000.0,,,42300000.0,13835200000.0,112381800000.0,79523700000.0,2811400000.0,,0.0,,4495700000.0,,4495700000.0,,,,,,1251000000.0,560100000.0,690900000.0,69615200000.0,,69615200000.0,3707300000.0,65907900000.0,,,,,32858100000.0,4752600000.0,672000000.0,,,7154100000.0,,,,9755500000.0,182800000.0,8516000000.0,,,1825100000.0,1108500000.0,716600000.0,,,2023-09-30
309897201.0,309897201.0,28752858000.0,29452875000.0,56717976000.0,87158357000.0,6003091000.0,56717976000.0,57543000.0,57763025000.0,75775442000.0,58267509000.0,504484000.0,57763025000.0,103081000.0,4388401000.0,15384487000.0,3098978000.0,3098978000.0,56404689000.0,28139206000.0,5262628000.0,3079392000.0,18062413000.0,49996000.0,18012417000.0,1734773000.0,28265483000.0,1047036000.0,105257000.0,11390462000.0,7547000.0,11382915000.0,582654000.0,14418118000.0,1088041000.0,6214000.0,105300000.0,13323863000.0,114672198000.0,80403624000.0,-8000.0,4378286000.0,0.0,922620000.0,257893000.0,154000.0,197488000.0,60251000.0,2321988000.0,0.0,2321988000.0,0.0,1045049000.0,354158000.0,690891000.0,70119194000.0,-18816572000.0,88935766000.0,3133689000.0,66715100000.0,36615472000.0,6368573000.0,42818032000.0,0.0,34268574000.0,5200300000.0,672037000.0,6197000.0,5666822000.0,7846631000.0,359625000.0,1556382000.0,5930624000.0,11149401000.0,155700000.0,8245284000.0,-519816000.0,8765100000.0,682202000.0,39728000.0,642474000.0,138358000.0,504116000.0,2023-03-31
