Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.242545,56034000.0,0.0,0.0,21667000.0,19573000.0,413812000.0,56034000.0,36461000.0,-7856000.0,7856000.0,21667000.0,21667000.0,464788000.0,21667000.0,21667000.0,0.0,21667000.0,21667000.0,21667000.0,6938000.0,28605000.0,8461000.0,0.0,-7856000.0,7856000.0,28279000.0,50976000.0,31403000.0,19573000.0,19573000.0,79255000.0,413812000.0,493067000.0,493067000.0,2024-06-30
0.0,0.3,48298000.0,0.0,0.0,8930000.0,19517000.0,-924050000.0,48298000.0,28781000.0,-7336000.0,7336000.0,8930000.0,8930000.0,484202000.0,8930000.0,8930000.0,0.0,8930000.0,8930000.0,8930000.0,12515000.0,21445000.0,9180000.0,0.0,-7336000.0,7336000.0,19973000.0,1408252000.0,31536000.0,19517000.0,19517000.0,1428225000.0,-924050000.0,504175000.0,504175000.0,2024-03-31
0.0,0.146638,80255000.0,0.0,0.0,45909000.0,20391000.0,444612000.0,80255000.0,59864000.0,-6065000.0,6065000.0,45909000.0,45909000.0,508305000.0,45909000.0,45909000.0,0.0,45909000.0,45909000.0,45909000.0,7889000.0,53799000.0,7692000.0,0.0,-6065000.0,6065000.0,47484000.0,63693000.0,43302000.0,20391000.0,20391000.0,111177000.0,444612000.0,555789000.0,555789000.0,2023-12-31
0.0,0.163029,88928000.0,0.0,0.0,50691000.0,21813000.0,464036000.0,88928000.0,67115000.0,-6549000.0,6549000.0,50691000.0,50691000.0,514939000.0,50691000.0,50691000.0,0.0,50691000.0,50691000.0,50691000.0,9874000.0,60566000.0,-4536000.0,0.0,-6549000.0,6549000.0,63991000.0,50903000.0,29090000.0,21813000.0,21813000.0,114894000.0,464036000.0,578930000.0,578930000.0,2023-09-30
0.0,0.380842,53892000.0,0.0,0.0,11208000.0,28619000.0,445168000.0,53892000.0,25273000.0,-7171000.0,7171000.0,11208000.0,11208000.0,515542000.0,11208000.0,11208000.0,0.0,11208000.0,11208000.0,11208000.0,6894000.0,18102000.0,11493000.0,0.0,-7171000.0,7171000.0,16904000.0,70374000.0,41755000.0,28619000.0,28619000.0,87278000.0,445168000.0,532446000.0,532446000.0,2023-06-30
