Date,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial
2024-03-31,23990600.0,23990600.0,1259370000.0,1389844000.0,1686527000.0,3076371000.0,1299696000.0,1686527000.0,1686527000.0,2089770000.0,1686527000.0,1686527000.0,1446621000.0,,,239906000.0,239906000.0,2974582000.0,426062000.0,,,8086000.0,403243000.0,403243000.0,14733000.0,2548520000.0,615735000.0,986601000.0,986601000.0,59895000.0,773389000.0,0.0,773389000.0,4661109000.0,812893000.0,,0.0,0.0,0.0,0.0,,0.0,812893000.0,,812893000.0,278274000.0,534619000.0,,,,3848216000.0,463784000.0,,,,1204579000.0,,,21064000.0,0.0,1753754000.0,405035000.0,274561000.0,130474000.0,,
2023-12-31,23990600.0,23990600.0,1293831000.0,1387615000.0,1631405000.0,3019020000.0,1389634000.0,1631405000.0,1631405000.0,2039886000.0,1631405000.0,1631405000.0,1391499000.0,,,239906000.0,239906000.0,2876498000.0,423525000.0,,,,408481000.0,408481000.0,15044000.0,2452973000.0,508812000.0,979134000.0,979134000.0,54726000.0,840042000.0,0.0,840042000.0,4507903000.0,665296000.0,,5412000.0,0.0,0.0,0.0,,0.0,659884000.0,,659884000.0,143933000.0,515951000.0,,,,3842607000.0,558886000.0,,,,1122019000.0,,,20630000.0,0.0,1798157000.0,342915000.0,249131000.0,93784000.0,,
2023-09-30,23990600.0,23990600.0,1298929000.0,1346978000.0,1524609000.0,2871587000.0,1359358000.0,1524609000.0,1524609000.0,1955888000.0,1524609000.0,1524609000.0,1284703000.0,,,239906000.0,239906000.0,2330507000.0,446323000.0,,,0.0,431279000.0,431279000.0,15044000.0,1884184000.0,226024000.0,915699000.0,915699000.0,71739000.0,586942000.0,0.0,586942000.0,3855116000.0,611574000.0,,2567000.0,0.0,0.0,0.0,,0.0,609007000.0,,609007000.0,98603000.0,510404000.0,,,,3243542000.0,340134000.0,,,,1330649000.0,,,10251000.0,0.0,1250570000.0,311938000.0,263889000.0,48049000.0,,
2023-06-30,23990600.0,23990600.0,1117231813.33,1198964462.16,1513618888.88,2712583351.04,1421319714.83,1513618888.88,1513618888.88,2027983271.45,1513618888.88,1513618888.88,1273712888.88,,,239906000.0,239906000.0,2610074344.3,529407892.61,-2.96,,,514364382.57,514364382.57,15043513.0,2080666451.69,591955254.77,684600079.59,684600079.59,90876215.62,656253469.71,,656253469.71,4123693233.18,621707063.95,,2851317.57,0.0,,,,,618855746.38,,618855746.38,91984556.06,526871190.32,,,,3501986166.52,590743157.76,,,,1097700293.0,,,18672631.65,,1506951463.28,287918620.83,206185972.0,81732648.83,,
2023-03-31,23990600.0,23990600.0,1094197862.49,1162107162.44,1486821454.19,2648930616.63,1292793534.21,1486821454.19,1486823454.19,1915450357.79,1486823454.19,1486823454.19,,1083187454.19,163730000.0,239906000.0,239906000.0,2916470345.6,443670413.39,-3.21,15043513.0,,428626903.6,428626903.6,,2472799932.21,773007331.42,733480258.84,733480258.84,100799852.28,761289356.87,,761289356.87,4403293799.79,637700330.87,-384.75,4645159.57,0.0,,2000.0,2000.0,,633053556.05,-169048000.0,802101556.05,91984556.06,,705116999.99,5000000.0,0.0,3765593466.42,,42500000.0,220964927.95,81332411.19,1211016944.0,829863185.0,381153759.0,,499450689.46,1642419193.87,67909299.95,,67909299.95,63994981.0,3914318.95
