Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
110764989.0,110764989.0,51902000.0,4409535000.0,4522822000.0,1964339000.0,4409535000.0,4470920000.0,4470920000.0,4535630000.0,64710000.0,4470920000.0,4249390000.0,,,221530000.0,221530000.0,945901000.0,51781000.0,,,,38609000.0,3480000.0,894120000.0,103023000.0,51902000.0,51902000.0,,4343000.0,728427000.0,,,381000.0,728046000.0,5481531000.0,2623072000.0,41435000.0,,1095259000.0,1095259000.0,,39357000.0,61385000.0,61385000.0,1309958000.0,,1309958000.0,0.0,1309958000.0,,,,,2858459000.0,89698000.0,72069000.0,,,501069000.0,,,,,1388167000.0,807456000.0,580005000.0,227451000.0,,,2024-03-31
110748420.0,110748420.0,17770000.0,3926552000.0,4005707000.0,1530912000.0,3926552000.0,3987937000.0,3987937000.0,4048504000.0,60567000.0,3987937000.0,3766440000.0,,,221497000.0,221497000.0,1240036000.0,36001000.0,1000.0,,,26465000.0,20000.0,1204035000.0,292775000.0,17770000.0,17770000.0,,8070000.0,875684000.0,,,0.0,875684000.0,5288540000.0,2553593000.0,72574000.0,,1444733000.0,1444733000.0,,39357000.0,61385000.0,61385000.0,907633000.0,,907633000.0,0.0,907633000.0,,,,,2734947000.0,274329000.0,72069000.0,,,425965000.0,,,,,1438535000.0,524049000.0,260594000.0,263455000.0,,,2023-09-30
110748420.0,110748420.0,72802000.0,3425256000.0,3559443000.0,1600910000.0,3425256000.0,3486641000.0,3486641000.0,3556707000.0,70066000.0,3486641000.0,2800000.0,3145504000.0,83719000.0,221497000.0,221497000.0,670282000.0,31864000.0,,283000.0,10370000.0,21211000.0,283000.0,638418000.0,25046000.0,72802000.0,72802000.0,3585000.0,3585000.0,516765000.0,42792000.0,390000.0,-11266000.0,473583000.0,4226989000.0,1987661000.0,45040000.0,88454000.0,893312000.0,907992000.0,893312000.0,39357000.0,61385000.0,61385000.0,891645000.0,-116239000.0,1007884000.0,3625000.0,888017000.0,519851000.0,234750000.0,249658000.0,0.0,2239328000.0,77493000.0,72069000.0,89230000.0,67969000.0,472936000.0,28230000.0,103830000.0,340876000.0,16652000.0,1014006000.0,506466000.0,130802000.0,375664000.0,70099000.0,305565000.0,2023-03-31
