Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
39437000.0,39437000.0,269590000.0,330606000.0,685391000.0,1010713000.0,125949000.0,685391000.0,29501000.0,709608000.0,797402000.0,709608000.0,709608000.0,630724000.0,78884000.0,78884000.0,897570000.0,108911000.0,0.0,105646000.0,17852000.0,87794000.0,3265000.0,788659000.0,68556000.0,224960000.0,11649000.0,213311000.0,19854000.0,447550000.0,4936000.0,442614000.0,1607178000.0,692570000.0,,3322000.0,26839000.0,26839000.0,24217000.0,5000.0,24212000.0,636634000.0,636634000.0,20503000.0,616131000.0,914608000.0,180022000.0,1684000.0,239818000.0,,12035000.0,410257000.0,70792000.0,39277000.0,31515000.0,2024-03-31
39437000.0,39437000.0,302234000.0,364867000.0,660910000.0,1016540000.0,135414000.0,660910000.0,34407000.0,686080000.0,775009000.0,686080000.0,686080000.0,607196000.0,78884000.0,78884000.0,875773000.0,118438000.0,,115686000.0,26757000.0,88929000.0,2752000.0,757335000.0,156677000.0,249181000.0,7650000.0,241531000.0,25991000.0,302536000.0,16080000.0,286456000.0,1561853000.0,669104000.0,,8146000.0,29066000.0,29066000.0,25170000.0,958000.0,24212000.0,604364000.0,604364000.0,11890000.0,592474000.0,892749000.0,101063000.0,,252357000.0,927000.0,,461793000.0,76609000.0,48383000.0,28226000.0,2023-09-30
37465344.0,37465344.0,277700000.0,363900000.0,549600000.0,901200000.0,59400000.0,549600000.0,38400000.0,575700000.0,670700000.0,575700000.0,575700000.0,500800000.0,74900000.0,74900000.0,897500000.0,120200000.0,,117500000.0,22500000.0,95000000.0,2700000.0,777300000.0,108800000.0,246400000.0,15900000.0,230500000.0,18400000.0,382700000.0,17800000.0,364900000.0,1473200000.0,636500000.0,3900000.0,5700000.0,26100000.0,26100000.0,26100000.0,1900000.0,24200000.0,572100000.0,572100000.0,93200000.0,478900000.0,836700000.0,125100000.0,1300000.0,234800000.0,,,386900000.0,88600000.0,40800000.0,47800000.0,2023-03-31
