Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
91673000.0,91673000.0,339500000.0,4767100000.0,4777600000.0,1425600000.0,4767100000.0,339500000.0,4777600000.0,4777600000.0,4777600000.0,4777600000.0,3860900000.0,,916700000.0,916700000.0,2454800000.0,800600000.0,,,197200000.0,322700000.0,322700000.0,271900000.0,1654200000.0,163800000.0,16800000.0,16800000.0,,21600000.0,1401800000.0,,,5800000.0,1396000000.0,7232400000.0,4152600000.0,51700000.0,,626800000.0,,10500000.0,,3463600000.0,,3463600000.0,4700000.0,3458900000.0,,,,3079800000.0,111500000.0,,,75300000.0,,,,584000000.0,,,2309000000.0,1693000000.0,616000000.0,,,2024-03-31
91673000.0,91673000.0,46800000.0,4141700000.0,4147500000.0,954600000.0,4141700000.0,46800000.0,4147500000.0,4147500000.0,4147500000.0,4147500000.0,3230800000.0,,916700000.0,916700000.0,2528100000.0,458000000.0,,,181500000.0,31000000.0,31000000.0,236600000.0,2070100000.0,483800000.0,15800000.0,15800000.0,,48000000.0,1421100000.0,,,63200000.0,1357900000.0,6675600000.0,3650900000.0,22000000.0,,509600000.0,,5800000.0,,3113500000.0,,3113500000.0,314800000.0,2798700000.0,,,,3024700000.0,124500000.0,,,79600000.0,,,,683800000.0,,,2136800000.0,1756000000.0,380800000.0,,,2023-09-30
91673000.0,91673000.0,24800000.0,3784900000.0,3794500000.0,934500000.0,3784900000.0,24800000.0,3794500000.0,3794500000.0,3794500000.0,3794500000.0,2877800000.0,2590600000.0,916700000.0,916700000.0,1756900000.0,460600000.0,16600000.0,244200000.0,199800000.0,0.0,0.0,244200000.0,1296300000.0,59600000.0,24800000.0,24800000.0,94900000.0,94900000.0,1047600000.0,7600000.0,14000000.0,44200000.0,981800000.0,5551400000.0,3320600000.0,70600000.0,89200000.0,455100000.0,455100000.0,9600000.0,9600000.0,2766200000.0,-2158600000.0,4924800000.0,25300000.0,2094500000.0,760200000.0,2044800000.0,0.0,2230800000.0,108600000.0,25400000.0,108600000.0,84500000.0,8400000.0,76100000.0,0.0,682400000.0,-85300000.0,767700000.0,1325900000.0,803300000.0,522600000.0,512300000.0,10300000.0,2023-03-31
