Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,-46743000.0,-64578000.0,11234000.0,186590000.0,-46743000.0,-57977000.0,-67644000.0,67644000.0,-64578000.0,-64578000.0,304711000.0,,,,,-64578000.0,-64578000.0,0.0,-64578000.0,0.0,-64578000.0,0.0,-64578000.0,-61044000.0,-125621000.0,6784000.0,-67644000.0,67644000.0,-64733000.0,118121000.0,72319000.0,11234000.0,11234000.0,53388000.0,186590000.0,239978000.0,239978000.0,2024-03-31
0.0,0.3,-58001000.0,-65970000.0,16317000.0,274333000.0,-58001000.0,-74318000.0,-76871000.0,76871000.0,-65970000.0,-65970000.0,363438000.0,23476868.0,23476868.0,-2.81,-2.81,-65970000.0,-65970000.0,0.0,-65970000.0,0.0,-65970000.0,0.0,-65970000.0,-85218000.0,-151189000.0,33665000.0,-76871000.0,76871000.0,-107982000.0,89105000.0,45944000.0,16317000.0,16317000.0,-18877000.0,274333000.0,255456000.0,255456000.0,2023-12-31
0.0,0.289744,-37721000.0,-129713000.0,27489000.0,217252000.0,-37721000.0,-65210000.0,-117420000.0,117420000.0,-129713000.0,-129713000.0,337276000.0,23456239.0,23456239.0,-5.53,-5.53,-129713000.0,-129713000.0,0.0,-129713000.0,0.0,-129713000.0,0.0,-129713000.0,-52916000.0,-182630000.0,23944000.0,-117420000.0,117420000.0,-89176000.0,120024000.0,60110000.0,27489000.0,27489000.0,30848000.0,217252000.0,248100000.0,248100000.0,2023-09-30
0.0,0.312002,-103584000.0,-185902000.0,62010000.0,129755000.0,-103584000.0,-165594000.0,-104613000.0,104613000.0,-185902000.0,-185902000.0,280963000.0,23472475.0,23472475.0,-7.92,-7.92,-185902000.0,-185902000.0,0.0,-185902000.0,0.0,-185902000.0,0.0,-185902000.0,-84305000.0,-270207000.0,1657000.0,-104613000.0,104613000.0,-177251000.0,151208000.0,65695000.0,62010000.0,62010000.0,-26043000.0,129755000.0,103712000.0,103712000.0,2023-06-30
0.0,0.321539,-59836000.0,-154430000.0,54280000.0,383026000.0,-59836000.0,-114116000.0,-122803000.0,113502000.0,-154430000.0,-197007000.0,566737000.0,,,,,-197007000.0,-197007000.0,0.0,-197007000.0,0.0,-197006000.0,0.0,-154429000.0,-73188000.0,-227618000.0,-20809000.0,-122803000.0,113502000.0,-66070000.0,183711000.0,-2796000.0,54280000.0,54280000.0,117641000.0,383026000.0,500667000.0,500667000.0,2023-03-31
,,,,,,,,,,,,,23447835.0,23447835.0,-9.47,-9.47,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.185526,341684000.0,225843000.0,11110000.0,123053000.0,341684000.0,330574000.0,-53287000.0,53287000.0,225843000.0,225843000.0,255688000.0,23452025.0,23452025.0,9.63,9.63,225843000.0,225843000.0,0.0,225843000.0,,225843000.0,,225843000.0,51444000.0,277287000.0,450950000.0,-53287000.0,53287000.0,-120376000.0,132635000.0,95932000.0,11110000.0,11110000.0,12259000.0,123053000.0,135312000.0,135312000.0,2024-06-30 00:00:00
