Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Financial Assets
29493640.0,29493640.0,393000000.0,120569000000.0,120569000000.0,48275000000.0,120569000000.0,393000000.0,120569000000.0,120569000000.0,120569000000.0,120569000000.0,120274000000.0,,,295000000.0,295000000.0,52916000000.0,1984000000.0,,,,,215000000.0,215000000.0,1184000000.0,50932000000.0,6631000000.0,178000000.0,178000000.0,,13435000000.0,25676000000.0,,,,25676000000.0,173485000000.0,74278000000.0,4048000000.0,,,2877000000.0,44130000000.0,,44130000000.0,,334000000.0,,,6572000000.0,13369000000.0,,13369000000.0,2240000000.0,11129000000.0,,,,,99207000000.0,6287000000.0,,,,,18934000000.0,,,,14839000000.0,,21818000000.0,,,37329000000.0,32695000000.0,4634000000.0,,,2024-03-31,,
29493640.0,29493640.0,460000000.0,115831000000.0,115831000000.0,46240000000.0,115831000000.0,460000000.0,115831000000.0,115831000000.0,115831000000.0,115831000000.0,115536000000.0,,,295000000.0,295000000.0,49289000000.0,2303000000.0,848000000.0,,,,292000000.0,292000000.0,1163000000.0,46986000000.0,5700000000.0,168000000.0,168000000.0,,12016000000.0,25155000000.0,,,,25155000000.0,165120000000.0,71894000000.0,2978000000.0,,,3641000000.0,43873000000.0,,43873000000.0,,339000000.0,,,6493000000.0,13553000000.0,,13553000000.0,2045000000.0,11508000000.0,,,,,93226000000.0,7195000000.0,,,,,18939000000.0,,,,13454000000.0,,19921000000.0,,,33717000000.0,30640000000.0,3077000000.0,,,2023-09-30,,
29493640.0,29493640.0,532000000.0,110051000000.0,110051000000.0,38101000000.0,110051000000.0,532000000.0,110051000000.0,110051000000.0,110051000000.0,110051000000.0,109756000000.0,98231000000.0,94000000.0,295000000.0,295000000.0,52472000000.0,2237000000.0,771000000.0,0.0,1095000000.0,771000000.0,371000000.0,371000000.0,1095000000.0,50235000000.0,6586000000.0,161000000.0,161000000.0,3863000000.0,7533000000.0,34244000000.0,6211000000.0,47000000.0,733000000.0,27253000000.0,162523000000.0,74187000000.0,3408000000.0,299000000.0,467000000.0,3781000000.0,42952000000.0,214000000.0,11956000000.0,30782000000.0,323000000.0,89000000.0,234000000.0,5310000000.0,15658000000.0,-28077000000.0,43735000000.0,3655000000.0,12003000000.0,29373000000.0,9530000000.0,1177000000.0,0.0,88336000000.0,792000000.0,5000000.0,66000000.0,77000000.0,6489000000.0,19029000000.0,12782000000.0,1090000000.0,5157000000.0,14852000000.0,547000000.0,19013000000.0,-515000000.0,19528000000.0,27466000000.0,23673000000.0,3793000000.0,1822000000.0,1971000000.0,2023-03-31,,
