Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges,Write Off,Restructuring And Mergern Acquisition
0.0,0.146237,4149900000.0,2141600000.0,364200000.0,4936100000.0,4149900000.0,3785700000.0,-70500000.0,70500000.0,2141600000.0,2141600000.0,7823700000.0,,,,,2141600000.0,2141600000.0,0.0,2141600000.0,-9600000.0,2151200000.0,,2151200000.0,543300000.0,3715200000.0,663700000.0,-70500000.0,70500000.0,1515200000.0,2887600000.0,1948000000.0,364200000.0,364200000.0,,,4402800000.0,4936100000.0,9338900000.0,9338900000.0,2024-03-31,,,,,
0.0,0.247489,2849400000.0,2123500000.0,362800000.0,7354800000.0,2849400000.0,2486600000.0,-57400000.0,57400000.0,2123500000.0,2123500000.0,10439400000.0,51982864.0,51982864.0,40.85,40.85,2123500000.0,2123500000.0,0.0,2123500000.0,0.0,2123500000.0,,2123500000.0,601200000.0,2429200000.0,572000000.0,-57400000.0,57400000.0,1914600000.0,3084600000.0,2022500000.0,362800000.0,362800000.0,,,4999200000.0,7354800000.0,12354000000.0,12354000000.0,2023-12-31,,,,,
0.0,0.254027,2616000000.0,2020800000.0,364800000.0,6625900000.0,2616000000.0,2251200000.0,-66000000.0,66000000.0,2020800000.0,2020800000.0,9633300000.0,52002059.0,52002059.0,38.86,38.86,2020800000.0,2020800000.0,0.0,2020800000.0,200000.0,2020600000.0,,2020600000.0,555100000.0,2185200000.0,380000000.0,-66000000.0,66000000.0,1871200000.0,3007400000.0,1879200000.0,364800000.0,364800000.0,,,4878600000.0,6625900000.0,11504500000.0,11504500000.0,2023-09-30,,,,,
0.0,0.156667,3055400000.0,2544500000.0,367700000.0,5533200000.0,3055400000.0,2687700000.0,-67500000.0,67500000.0,2544500000.0,2544500000.0,8180300000.0,51992235.0,51992235.0,48.94,48.94,2544500000.0,2544500000.0,0.0,2544500000.0,100000.0,2544400000.0,,2544400000.0,410500000.0,2620200000.0,526900000.0,-67500000.0,67500000.0,2160800000.0,2647100000.0,1610700000.0,367700000.0,367700000.0,,,4807900000.0,5533200000.0,10341100000.0,10341100000.0,2023-06-30,,,,,
0.0,0.166902,2793669000.0,1941569000.0,374163000.0,4062608000.0,2793669000.0,2419506000.0,-20276000.0,89062000.0,1941569000.0,1941569000.0,6620075000.0,,,,,1470969000.0,1470969000.0,0.0,1470969000.0,81000.0,1470888000.0,,1941488000.0,388956000.0,2330444000.0,-1105990000.0,-20276000.0,89062000.0,1281227000.0,2557467000.0,-797599000.0,374163000.0,374163000.0,2232484000.0,1814717000.0,3838694000.0,4062608000.0,7901302000.0,7901302000.0,2023-03-31,,,,,
,,,,,,,,,,,,,51996347.0,51996347.0,38.32,38.32,,,,,,,122000000.0,,,,,,,,,,,,204800000.0,204800000.0,,,,,2022-12-31,,,,,
-74020386.266094,0.124195,3620700000.0,2285600000.0,358500000.0,6321000000.0,3024700000.0,2666200000.0,-56600000.0,56600000.0,2807579613.733906,2285600000.0,9282700000.0,51827664.0,51827664.0,44.1,44.1,2285600000.0,2285600000.0,0.0,2285600000.0,100000.0,2285500000.0,,2285500000.0,324100000.0,2609600000.0,454000000.0,-56600000.0,56600000.0,2299500000.0,2961700000.0,1718600000.0,358500000.0,358500000.0,,,5261200000.0,6321000000.0,11582200000.0,11582200000.0,2024-06-30 00:00:00,-596000000.0,-596000000.0,-596000000.0,261400000.0,334600000.0
