Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Net PPE,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Current Deferred Taxes Liabilities,Other Payable,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
16273800.0,16273800.0,3463000.0,4389000.0,182028000.0,186417000.0,98831000.0,182028000.0,182028000.0,182028000.0,182028000.0,182028000.0,19290000.0,162738000.0,162738000.0,288799000.0,3554000.0,3554000.0,285245000.0,2907000.0,4389000.0,4389000.0,2400000.0,275549000.0,275549000.0,470827000.0,86751000.0,508000.0,86243000.0,384076000.0,5453000.0,25497000.0,330291000.0,22835000.0,21909000.0,926000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,
16273800.0,16273800.0,5295000.0,5640000.0,176704000.0,182344000.0,92630000.0,176704000.0,176704000.0,176704000.0,176704000.0,176704000.0,13966000.0,162738000.0,162738000.0,245458000.0,3787000.0,3787000.0,241671000.0,1100000.0,5640000.0,5640000.0,2049000.0,232882000.0,232882000.0,422162000.0,87861000.0,,87861000.0,334301000.0,9015000.0,50730000.0,273981000.0,575000.0,230000.0,345000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,
16273800.0,16273800.0,4963000.0,5223000.0,173015000.0,178238000.0,86795000.0,173015000.0,173015000.0,173015000.0,173015000.0,173015000.0,10277000.0,162738000.0,162738000.0,141042000.0,3787000.0,3787000.0,137255000.0,3233000.0,5223000.0,5223000.0,2300000.0,126499000.0,126499000.0,314057000.0,90007000.0,,90007000.0,224050000.0,6512000.0,12134000.0,205027000.0,377000.0,117000.0,260000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,
