Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
91874735.0,91874735.0,,31644000.0,1686945000.0,1694136000.0,959517000.0,1686945000.0,26400000.0,1688892000.0,1690408000.0,1688893000.0,1688892000.0,1505143000.0,183749000.0,183749000.0,289168000.0,23143000.0,,16239000.0,14723000.0,1516000.0,6904000.0,266025000.0,13872000.0,,15405000.0,11677000.0,3728000.0,12515000.0,174840000.0,14521000.0,160319000.0,1978061000.0,752519000.0,20888000.0,1275000.0,48683000.0,48683000.0,1947000.0,1947000.0,679726000.0,679726000.0,162070000.0,517656000.0,1225542000.0,100231000.0,476899000.0,10631000.0,0.0,364802000.0,272979000.0,265188000.0,7791000.0,7791000.0,2024-03-31
91874735.0,91874735.0,23790000.0,68104000.0,1579576000.0,1616615000.0,997756000.0,1579576000.0,32609000.0,1581120000.0,1602275000.0,1581121000.0,1581120000.0,1397371000.0,183749000.0,183749000.0,339432000.0,52133000.0,,41815000.0,20660000.0,21155000.0,10318000.0,287299000.0,9083000.0,8672000.0,26289000.0,11949000.0,14340000.0,19624000.0,193705000.0,,193705000.0,1920553000.0,635498000.0,20646000.0,4800000.0,0.0,,1544000.0,1544000.0,608508000.0,608508000.0,200124000.0,408384000.0,1285055000.0,149810000.0,417677000.0,10802000.0,0.0,393525000.0,313241000.0,301536000.0,11705000.0,11705000.0,2023-09-30
91874735.0,91874735.0,42433000.0,85281000.0,1481723000.0,1529138000.0,665276000.0,1481723000.0,39025000.0,1482882000.0,1509466000.0,1482883000.0,1482882000.0,1299133000.0,183749000.0,183749000.0,363645000.0,62155000.0,-1000.0,52984000.0,26400000.0,26584000.0,9172000.0,301490000.0,15270000.0,,32297000.0,12625000.0,19672000.0,4575000.0,213718000.0,11291000.0,202427000.0,1846528000.0,879762000.0,20423000.0,5149000.0,294110000.0,294110000.0,1159000.0,1159000.0,558921000.0,558921000.0,172554000.0,386367000.0,966766000.0,119521000.0,448605000.0,11460000.0,681000.0,372544000.0,13955000.0,10132000.0,3823000.0,3823000.0,2023-03-31
