Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
70400000.0,70400000.0,1450020000.0,8829942000.0,10340447000.0,4894288000.0,8829942000.0,8890427000.0,8890427000.0,8890427000.0,8890427000.0,8186427000.0,,704000000.0,704000000.0,13598181000.0,1090518000.0,113229000.0,,,937539000.0,12507663000.0,464196000.0,1450020000.0,1450020000.0,,218265000.0,1672116000.0,,,,1672116000.0,22488608000.0,5086657000.0,1267120000.0,,1076540000.0,45165000.0,45165000.0,124952000.0,,60485000.0,60485000.0,1437193000.0,,1437193000.0,0.0,1368605000.0,,,68588000.0,0.0,17401951000.0,147744000.0,4772000.0,,,53768000.0,,,,,5193084000.0,,,12002583000.0,9324277000.0,2678306000.0,,,2024-03-31
70400000.0,70400000.0,1450020000.0,8936612000.0,10394037000.0,5610875000.0,8936612000.0,8944017000.0,8944017000.0,8944017000.0,8944017000.0,8240017000.0,,704000000.0,704000000.0,14743913000.0,970650000.0,114875000.0,,,823906000.0,13773263000.0,303090000.0,1450020000.0,1450020000.0,,1087905000.0,1682920000.0,,,,1682920000.0,23687930000.0,4303792000.0,146697000.0,,1695386000.0,50170000.0,50170000.0,159905000.0,,7405000.0,7405000.0,1343623000.0,,1343623000.0,0.0,1274663000.0,,,68960000.0,0.0,19384138000.0,901710000.0,1534000.0,,,55280000.0,,,,,4587679000.0,,,13837935000.0,9309521000.0,4528414000.0,,,2023-09-30
70400000.0,70400000.0,1450020000.0,7855569000.0,9315059000.0,4298775000.0,7855569000.0,7865039000.0,7865039000.0,7865039000.0,7865039000.0,7161039000.0,336939000.0,704000000.0,704000000.0,19019894000.0,1052779000.0,111731000.0,941048000.0,111731000.0,,17967115000.0,367051000.0,1450020000.0,1450020000.0,157243000.0,702458000.0,10817966000.0,8939639000.0,17214000.0,276077000.0,1585036000.0,26884933000.0,4619043000.0,10818000.0,19307000.0,1785763000.0,200530000.0,200530000.0,193867000.0,193867000.0,9470000.0,9470000.0,1399532000.0,-1186342000.0,2585874000.0,818000.0,78843000.0,2032547000.0,404334000.0,69332000.0,0.0,22265890000.0,-10000.0,4073000.0,6803046000.0,1119159000.0,51467000.0,7787000.0,0.0,43680000.0,450755000.0,4632135000.0,-5521643000.0,10153778000.0,9205265000.0,8144072000.0,9205265000.0,6544786000.0,2660479000.0,2023-03-31
