Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
11293700.0,11293700.0,550109000.0,568537000.0,921256000.0,1489793000.0,268810000.0,921256000.0,921256000.0,1307749000.0,921256000.0,0.0,921256000.0,808319000.0,,,112937000.0,112937000.0,634043000.0,414399000.0,3794000.0,,17412000.0,386493000.0,386493000.0,6700000.0,219644000.0,3556000.0,,182044000.0,182044000.0,,1399000.0,24141000.0,0.0,24141000.0,1555299000.0,1066845000.0,,0.0,4412000.0,4412000.0,1047433000.0,,1047433000.0,648838000.0,398595000.0,,,,,488454000.0,27957000.0,0.0,,,169109000.0,,,,,1538000.0,271280000.0,18570000.0,142000.0,18428000.0,,,2024-03-31
10003700.0,10003700.0,807041000.0,809842000.0,501550000.0,1311392000.0,82293000.0,501550000.0,501550000.0,790651000.0,501550000.0,0.0,501550000.0,401513000.0,,,100037000.0,100037000.0,1052172000.0,312718000.0,,,17772000.0,289101000.0,289101000.0,5845000.0,739454000.0,103379000.0,,520741000.0,520741000.0,,1221000.0,106049000.0,262000.0,105787000.0,1553722000.0,731975000.0,,,3782000.0,3782000.0,728193000.0,,728193000.0,323440000.0,404753000.0,,,,,821747000.0,10339000.0,0.0,,,508510000.0,,,,,0.0,295481000.0,7417000.0,4616000.0,2801000.0,,,2023-09-30
10003700.0,10003700.0,538519000.0,578243000.0,460861000.0,1039104000.0,180039000.0,460861000.0,460861000.0,716436000.0,460861000.0,0.0,460861000.0,356446000.0,307362000.0,53460000.0,100037000.0,100037000.0,645563000.0,278108000.0,638000.0,5436000.0,16459000.0,255575000.0,255575000.0,5436000.0,367455000.0,4269000.0,0.0,322668000.0,322668000.0,1205000.0,1205000.0,31697000.0,0.0,31697000.0,1106424000.0,558930000.0,1000.0,0.0,3702000.0,3702000.0,555227000.0,-55418000.0,610645000.0,156725000.0,398464000.0,205367000.0,158340000.0,90213000.0,0.0,547494000.0,48000.0,0.0,0.0,4160000.0,234388000.0,11512000.0,6640000.0,216236000.0,1497000.0,3608000.0,263002000.0,40791000.0,1067000.0,39724000.0,0.0,39724000.0,2023-03-31
