Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.233536,2147500000.0,1261600000.0,407400000.0,3002800000.0,2147500000.0,1740100000.0,-94100000.0,94100000.0,1261600000.0,1261600000.0,7043500000.0,,,,,1261600000.0,1261600000.0,0.0,1261600000.0,0.0,1261600000.0,1261600000.0,384400000.0,1646000000.0,166300000.0,-94100000.0,94100000.0,1573800000.0,4040700000.0,2106300000.0,407400000.0,407400000.0,5614500000.0,3002800000.0,8617300000.0,8617300000.0,2024-03-31
0.0,0.273879,2304700000.0,1335700000.0,340300000.0,2736300000.0,2304700000.0,1964400000.0,-124900000.0,124900000.0,1335700000.0,1335700000.0,6554200000.0,157884161.0,154953596.0,8.46,8.62,1335700000.0,1335700000.0,0.0,1335700000.0,0.0,1335700000.0,1335700000.0,503800000.0,1839500000.0,73500000.0,-124900000.0,124900000.0,1890900000.0,3817900000.0,1960800000.0,340300000.0,340300000.0,5708800000.0,2736300000.0,8445100000.0,8445100000.0,2023-12-31
0.0,0.2783,2512000000.0,1505900000.0,321700000.0,2981700000.0,2512000000.0,2190300000.0,-103700000.0,103700000.0,1505900000.0,1505900000.0,6703700000.0,157851153.0,154927984.0,9.54,9.72,1505900000.0,1505900000.0,0.0,1505900000.0,0.0,1505900000.0,1505900000.0,580700000.0,2086600000.0,76600000.0,-103700000.0,103700000.0,2113700000.0,3722000000.0,1917500000.0,321700000.0,321700000.0,5835700000.0,2981700000.0,8817400000.0,8817400000.0,2023-09-30
0.0,0.267524,2377400000.0,1423200000.0,313800000.0,3099700000.0,2377400000.0,2063600000.0,-120600000.0,120600000.0,1423200000.0,1423200000.0,6954700000.0,156912900.0,154779772.0,9.07,9.195,1423200000.0,1423200000.0,0.0,1423200000.0,0.0,1423200000.0,1423200000.0,519800000.0,1943000000.0,56300000.0,-120600000.0,120600000.0,2007300000.0,3855000000.0,2053700000.0,313800000.0,313800000.0,5862300000.0,3099700000.0,8962000000.0,8962000000.0,2023-06-30
0.0,0.284501,1682200000.0,876200000.0,318000000.0,2748600000.0,1682200000.0,1364200000.0,-139600000.0,139600000.0,876200000.0,876200000.0,6304800000.0,,,,,876200000.0,876200000.0,0.0,876200000.0,0.0,876200000.0,876200000.0,348400000.0,1224600000.0,45800000.0,-139600000.0,139600000.0,1318400000.0,3556200000.0,1881900000.0,318000000.0,318000000.0,4874600000.0,2748600000.0,7623200000.0,7623200000.0,2023-03-31
,,,,,,,,,,,,,156259205.0,154664723.0,6.79,6.86,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.262717,2862600000.0,1768300000.0,407800000.0,3397500000.0,2862600000.0,2454800000.0,-56400000.0,56400000.0,1768300000.0,1768300000.0,7648100000.0,158449821.0,155250219.0,11.16,11.39,1768300000.0,1768300000.0,0.0,1768300000.0,0.0,1768300000.0,1768300000.0,630100000.0,2398400000.0,58900000.0,-56400000.0,56400000.0,2395900000.0,4250600000.0,2173700000.0,407800000.0,407800000.0,6646500000.0,3397500000.0,10044000000.0,10044000000.0,2024-06-30 00:00:00
