Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.266669,412300000.0,0.0,0.0,205670000.0,19950000.0,4766160000.0,412300000.0,392350000.0,-111890000.0,111890000.0,,205670000.0,205670000.0,5117320000.0,,,,,,205670000.0,205670000.0,0.0,205670000.0,205670000.0,205670000.0,74790000.0,280460000.0,45140000.0,0.0,,-111890000.0,,111890000.0,,347210000.0,351160000.0,226530000.0,19950000.0,,19950000.0,,,,,698370000.0,4766160000.0,5464530000.0,5464530000.0,2024-03-31
0.0,0.241517,386730000.0,0.0,0.0,189560000.0,23930000.0,4058640000.0,386730000.0,362800000.0,-112880000.0,112880000.0,,189560000.0,189560000.0,4434210000.0,,48855670.0,48855670.0,3.88,3.88,189560000.0,189560000.0,0.0,189560000.0,189560000.0,189560000.0,60360000.0,249920000.0,45990000.0,0.0,,-112880000.0,,112880000.0,,316810000.0,375570000.0,218170000.0,23930000.0,,23930000.0,,,,,692380000.0,4058640000.0,4751020000.0,4751020000.0,2023-12-31
40888.338621,0.255552,385590000.0,160000.0,160000.0,192400000.0,20100000.0,4418430000.0,385750000.0,365650000.0,-108810000.0,107190000.0,1240000.0,192280888.338621,192400000.0,4733050000.0,3270000.0,48847441.0,48847441.0,3.938794,3.938794,192400000.0,192400000.0,0.0,192400000.0,192410000.0,192410000.0,66050000.0,258460000.0,11690000.0,160000.0,-160000.0,-108810000.0,2860000.0,107190000.0,1240000.0,355920000.0,314620000.0,39410000.0,20100000.0,70000.0,20030000.0,52300000.0,44950000.0,7350000.0,3270000.0,670540000.0,4418430000.0,5088970000.0,5088970000.0,2023-06-30
16690.901644,0.238441,316430000.0,70000.0,70000.0,148730000.0,20420000.0,4534190000.0,316500000.0,296080000.0,-117530000.0,100770000.0,,148676690.901644,148730000.0,4853990000.0,,,,,,148730000.0,148730000.0,0.0,148730000.0,148740000.0,148740000.0,46570000.0,195310000.0,6610000.0,70000.0,,-117530000.0,,100770000.0,,306160000.0,319800000.0,-412000000.0,20420000.0,,20140000.0,,,,,625960000.0,4534190000.0,5160150000.0,5160150000.0,2023-03-31
0.0,0.270682,471300000.0,0.0,0.0,249660000.0,21030000.0,4189580000.0,471300000.0,450270000.0,-107950000.0,107950000.0,,249660000.0,249660000.0,4450640000.0,,48847441.0,48847441.0,5.111015,5.111015,249660000.0,249660000.0,0.0,249660000.0,249660000.0,249660000.0,92660000.0,342320000.0,10610000.0,0.0,,-107950000.0,,107950000.0,,439660000.0,261060000.0,174960000.0,21030000.0,,21030000.0,,,,,700720000.0,4189580000.0,4890300000.0,4890300000.0,2022-12-31
0.0,0.249698,408390000.0,0.0,0.0,217580000.0,20440000.0,4727320000.0,408390000.0,387950000.0,-97960000.0,97960000.0,,217580000.0,217580000.0,5040740000.0,,48894382.0,48894382.0,4.45,4.45,217580000.0,217580000.0,0.0,217580000.0,217580000.0,217580000.0,72410000.0,289990000.0,38080000.0,0.0,,-97960000.0,,97960000.0,,349870000.0,313420000.0,175450000.0,20440000.0,,20440000.0,,,,,663290000.0,4727320000.0,5390610000.0,5390610000.0,2024-06-30 00:00:00
