Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
118366.0,119418586.0,119536952.0,10095690000.0,15264020000.0,15779320000.0,10416170000.0,15264020000.0,10095690000.0,15779320000.0,15779320000.0,15773590000.0,-5730000.0,15779320000.0,15540250000.0,,,239070000.0,239070000.0,14274420000.0,9015070000.0,,8680830000.0,8680830000.0,324890000.0,5259350000.0,140130000.0,1414860000.0,1414860000.0,0.0,306730000.0,2534490000.0,,4140000.0,2530350000.0,30048010000.0,14372490000.0,36380000.0,,849940000.0,827210000.0,827210000.0,515300000.0,100790000.0,414510000.0,12013790000.0,,12013790000.0,54690000.0,11959100000.0,,,,,15675520000.0,355310000.0,,13402340000.0,,,,,,460000.0,175040000.0,,,1742370000.0,830280000.0,912090000.0,,2024-03-31
141428.0,119210726.0,119352154.0,9580800000.0,14721910000.0,15227060000.0,10166270000.0,14721910000.0,9580800000.0,15227060000.0,15227060000.0,15219880000.0,-7180000.0,15227060000.0,14988360000.0,,,238700000.0,238700000.0,14154250000.0,8706890000.0,,8438320000.0,8438320000.0,261790000.0,5447360000.0,180450000.0,1142480000.0,1142480000.0,,264120000.0,3008340000.0,,11060000.0,2997280000.0,29374130000.0,13760500000.0,41620000.0,,707010000.0,768670000.0,768670000.0,505150000.0,90640000.0,414510000.0,11580710000.0,,11580710000.0,87530000.0,11493180000.0,,,,,15613630000.0,494800000.0,,12749150000.0,,,,,,0.0,88310000.0,,,2281370000.0,1077610000.0,1203760000.0,,2023-09-30
227962.0,119077714.0,119305676.0,8999240000.0,14421890000.0,14911780000.0,10041380000.0,14421890000.0,8999240000.0,14911780000.0,14911780000.0,14905010000.0,-6770000.0,14911780000.0,14673170000.0,2138730000.0,11874140000.0,238610000.0,238610000.0,13062170000.0,8296340000.0,277460000.0,8011800000.0,8011800000.0,277460000.0,4765830000.0,142980000.0,987440000.0,987440000.0,0.0,260640000.0,3281360000.0,669630000.0,10290000.0,2601440000.0,27967180000.0,13159970000.0,-110000.0,867500000.0,658120000.0,699670000.0,699670000.0,489890000.0,75380000.0,414510000.0,11144540000.0,-1554960000.0,12699500000.0,239090000.0,8021990000.0,3128370000.0,1158980000.0,151070000.0,0.0,14807210000.0,316990000.0,130680000.0,11440870000.0,50000.0,11197740000.0,7440000.0,235640000.0,293650000.0,1500000.0,66840000.0,-6450000.0,73290000.0,2875170000.0,591420000.0,2283750000.0,2283750000.0,2023-03-31
