Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities
94204882.0,94204882.0,1423647000.0,1430074000.0,16065396000.0,17554996000.0,4999109000.0,16065396000.0,16124922000.0,16124922000.0,16124922000.0,16124922000.0,15936512000.0,,,188410000.0,188410000.0,2734588000.0,316183000.0,316183000.0,0.0,0.0,2418405000.0,91682000.0,1430074000.0,1430074000.0,,44557000.0,573543000.0,,18170000.0,555373000.0,18859510000.0,11441996000.0,698761000.0,,2039601000.0,2039601000.0,,,59526000.0,59526000.0,8644108000.0,,8644108000.0,1219361000.0,7424747000.0,,,,,7417514000.0,306131000.0,,0.0,,2241659000.0,,,,,2437000.0,0.0,3569178000.0,,,1298109000.0,1291682000.0,6427000.0,,,2024-03-31,
94204882.0,94204882.0,2583290000.0,2589740000.0,11011200000.0,13623080000.0,2537590000.0,11011200000.0,11033340000.0,11404740000.0,11033340000.0,11033340000.0,15900000.0,8704830000.0,2161800000.0,179000000.0,179000000.0,3864640000.0,634730000.0,263330000.0,371400000.0,371400000.0,3229910000.0,,2218340000.0,2218340000.0,38170000.0,,909010000.0,235710000.0,91520000.0,581780000.0,14897980000.0,9130480000.0,-20000.0,858510000.0,,,0.0,0.0,22140000.0,22140000.0,7976910000.0,-2114530000.0,10091440000.0,1015320000.0,133540000.0,7595310000.0,756320000.0,590950000.0,0.0,5767500000.0,69790000.0,0.0,6170000.0,208220000.0,2210230000.0,9400000.0,601990000.0,663490000.0,935350000.0,30700000.0,0.0,3230160000.0,-14440000.0,3244600000.0,12230000.0,5780000.0,6450000.0,0.0,6450000.0,2023-09-30,
94204882.0,94204882.0,2185030000.0,2185160000.0,9868250000.0,12068230000.0,2333160000.0,9868250000.0,9883070000.0,10464830000.0,9883070000.0,9883070000.0,,7624780000.0,2161800000.0,179000000.0,179000000.0,3378610000.0,812210000.0,230450000.0,581760000.0,581760000.0,2566400000.0,,1603400000.0,1603400000.0,37880000.0,,774580000.0,187060000.0,110150000.0,477370000.0,13261680000.0,8362120000.0,,605760000.0,,,0.0,0.0,14820000.0,14820000.0,7517130000.0,-1799820000.0,9316950000.0,747510000.0,130930000.0,7093790000.0,753770000.0,590950000.0,0.0,4899560000.0,,0.0,6170000.0,92420000.0,1696030000.0,11150000.0,541370000.0,463400000.0,680110000.0,18590000.0,2340000.0,3080600000.0,-14150000.0,3094750000.0,3410000.0,3280000.0,130000.0,0.0,130000.0,2023-03-31,
