Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
-6495762.711864,0.270657,2018000000.0,-24000000.0,-24000000.0,1377000000.0,102000000.0,3367000000.0,1994000000.0,1892000000.0,471000000.0,4000000.0,1394504237.288136,1377000000.0,4794000000.0,,,,,1377000000.0,1377000000.0,0.0,1377000000.0,1377000000.0,1377000000.0,511000000.0,1888000000.0,-384000000.0,-24000000.0,24000000.0,0.0,471000000.0,4000000.0,1809000000.0,1427000000.0,-1782000000.0,102000000.0,95000000.0,3236000000.0,3367000000.0,6603000000.0,6603000000.0,2023-12-31,
0.0,0.275977,2200000000.0,0.0,0.0,1519000000.0,99000000.0,2998000000.0,2200000000.0,2101000000.0,-3000000.0,3000000.0,1519000000.0,1519000000.0,5163000000.0,23032600.0,23032600.0,65.95,65.95,1519000000.0,1519000000.0,0.0,1519000000.0,1519000000.0,1519000000.0,579000000.0,2098000000.0,118000000.0,0.0,,,-3000000.0,3000000.0,1983000000.0,2165000000.0,1134000000.0,99000000.0,99000000.0,4148000000.0,2998000000.0,7146000000.0,7146000000.0,2023-09-30,
0.0,0.32988,1939000000.0,0.0,0.0,1229000000.0,98000000.0,3163000000.0,1939000000.0,1841000000.0,-7000000.0,7000000.0,1229000000.0,1229000000.0,5377000000.0,23027918.0,23027918.0,53.37,53.37,1229000000.0,1229000000.0,0.0,1229000000.0,1229000000.0,1229000000.0,605000000.0,1834000000.0,157000000.0,0.0,,,-7000000.0,7000000.0,1684000000.0,2214000000.0,1179000000.0,98000000.0,98000000.0,3898000000.0,3163000000.0,7061000000.0,7061000000.0,2023-06-30,
49380645.16129,0.277419,2557000000.0,178000000.0,178000000.0,1904000000.0,97000000.0,3046000000.0,2735000000.0,2638000000.0,-3000000.0,3000000.0,1775380645.16129,1904000000.0,5163000000.0,23031329.0,23031329.0,82.67,82.67,1904000000.0,1904000000.0,0.0,1904000000.0,1904000000.0,1904000000.0,731000000.0,2635000000.0,258000000.0,178000000.0,-178000000.0,,-3000000.0,3000000.0,2202000000.0,2117000000.0,1102000000.0,97000000.0,97000000.0,4319000000.0,3046000000.0,7365000000.0,7365000000.0,2023-03-31,
33750000.0,0.3125,1900000000.0,108000000.0,108000000.0,1309000000.0,100000000.0,3354000000.0,2008000000.0,1908000000.0,585000000.0,4000000.0,1234750000.0,1309000000.0,4690000000.0,,,,,1309000000.0,1309000000.0,0.0,1309000000.0,1309000000.0,1309000000.0,595000000.0,1904000000.0,-391000000.0,108000000.0,-137000000.0,,585000000.0,4000000.0,1600000000.0,1336000000.0,-1838000000.0,100000000.0,90000000.0,2936000000.0,3354000000.0,6290000000.0,6290000000.0,2022-12-31,
-73410828.025478,0.274947,2254000000.0,-267000000.0,-267000000.0,1366000000.0,100000000.0,3084000000.0,1987000000.0,1887000000.0,-3000000.0,3000000.0,1559589171.974522,1366000000.0,5235000000.0,23031529.0,23031529.0,59.31,59.31,1366000000.0,1366000000.0,0.0,1366000000.0,1366000000.0,1366000000.0,518000000.0,1884000000.0,65000000.0,-267000000.0,,267000000.0,-3000000.0,3000000.0,2089000000.0,2151000000.0,1127000000.0,100000000.0,100000000.0,4240000000.0,3084000000.0,7324000000.0,7324000000.0,2024-03-31 00:00:00,
-49305103.148751,0.259501,1205000000.0,-190000000.0,-190000000.0,682000000.0,90000000.0,2211000000.0,1015000000.0,925000000.0,-4000000.0,4000000.0,822694896.851249,1032000000.0,3568000000.0,23030574.0,23030574.0,44.81,44.81,1032000000.0,1032000000.0,0.0,1032000000.0,1032000000.0,682000000.0,239000000.0,921000000.0,48000000.0,-190000000.0,,190000000.0,-4000000.0,4000000.0,1067000000.0,1357000000.0,665000000.0,90000000.0,90000000.0,2424000000.0,2211000000.0,4635000000.0,4635000000.0,2024-06-30 00:00:00,350000000.0
