Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Derivative Product Liabilities
32450000.0,32450000.0,311420000.0,317108000.0,2033796000.0,2351130000.0,1087109000.0,2033796000.0,2034022000.0,2034022000.0,2034022000.0,2034022000.0,2001572000.0,,,32450000.0,32450000.0,678351000.0,54764000.0,,37645000.0,,,16104000.0,623587000.0,168625000.0,,317108000.0,317108000.0,,9867000.0,105206000.0,,,6295000.0,98911000.0,2712373000.0,1001677000.0,33850000.0,,77982000.0,77982000.0,,29464000.0,226000.0,226000.0,860155000.0,,860155000.0,104527000.0,755628000.0,,,,,1710696000.0,64239000.0,,,,961074000.0,,,,,,7063000.0,662015000.0,,,16305000.0,10617000.0,5688000.0,,2024-03-31,
32450000.0,32450000.0,247553000.0,262472000.0,1950137000.0,2212908000.0,1106022000.0,1950137000.0,1950436000.0,1950436000.0,1950436000.0,1950436000.0,1917986000.0,,,32450000.0,32450000.0,558999000.0,51164000.0,,34553000.0,,,15477000.0,507835000.0,120492000.0,,262472000.0,262472000.0,,6696000.0,97627000.0,,,5970000.0,91657000.0,2509435000.0,895578000.0,37162000.0,,25319000.0,25319000.0,,30216000.0,299000.0,299000.0,800100000.0,,800100000.0,166022000.0,634078000.0,,,,,1613857000.0,56046000.0,,,,908110000.0,,,,,,5261000.0,618045000.0,,,26395000.0,11476000.0,14919000.0,,2023-09-30,
32450000.0,32450000.0,45224000.0,50018000.0,1870597000.0,1920988000.0,1079507000.0,1870597000.0,1870970000.0,1870970000.0,1870970000.0,1870970000.0,-83000.0,3425000.0,1707659000.0,32450000.0,32450000.0,344036000.0,59695000.0,14851000.0,31226000.0,0.0,0.0,14851000.0,284341000.0,29000.0,10795000.0,50018000.0,50018000.0,7693000.0,7693000.0,119188000.0,26918000.0,746000.0,10795000.0,91524000.0,2215006000.0,851158000.0,33771000.0,10635000.0,17867000.0,15323000.0,2544000.0,30972000.0,373000.0,373000.0,791137000.0,-413517000.0,1204654000.0,137048000.0,654089000.0,752087000.0,173790000.0,141729000.0,0.0,1363848000.0,320000.0,2270000.0,6098000.0,13253000.0,785153000.0,25341000.0,26675000.0,615686000.0,117451000.0,17437000.0,7085000.0,527438000.0,-18939000.0,546377000.0,4794000.0,9569000.0,4794000.0,4794000.0,2023-03-31,
