Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
27543850.0,276210667.0,303754517.0,4270113000.0,5879489000.0,15695815000.0,21580217000.0,12526520000.0,15695815000.0,8254000.0,15708982000.0,16491154000.0,15708982000.0,,15708982000.0,15432771000.0,,,276211000.0,276211000.0,11959902000.0,2076913000.0,47767000.0,,695181000.0,34316000.0,783560000.0,1388000.0,782172000.0,465654000.0,9882989000.0,26718000.0,,5095929000.0,6866000.0,5089063000.0,28468000.0,131137000.0,3770225000.0,,,102466000.0,3667759000.0,27668884000.0,5259375000.0,236918000.0,,1463658000.0,,1463658000.0,238704000.0,,,13167000.0,,2065099000.0,,2065099000.0,146283000.0,1918816000.0,,,,,22409509000.0,1731521000.0,,,4830558000.0,,,,1173791000.0,5797101000.0,,,8876538000.0,7275416000.0,1601122000.0,,,2024-03-31
27543850.0,230094044.0,257637894.0,3161186000.0,3411273000.0,11652418000.0,15070577000.0,8124170000.0,11652418000.0,8017000.0,11667321000.0,11683485000.0,11667351000.0,30000.0,11667321000.0,11437227000.0,,,230094000.0,230094000.0,7285631000.0,504511000.0,2500000.0,,22852000.0,73953000.0,17552000.0,1388000.0,16164000.0,339681000.0,6781120000.0,138099000.0,,3393721000.0,6629000.0,3387092000.0,12760000.0,93030000.0,1973410000.0,,,26705000.0,1946705000.0,18952982000.0,4047692000.0,207916000.0,,1394019000.0,,1394019000.0,165280000.0,165280000.0,0.0,14903000.0,,1904575000.0,,1904575000.0,38917000.0,1865658000.0,,,,,14905290000.0,850416000.0,,,3029594000.0,,,,341600000.0,5548943000.0,,,5134737000.0,4892667000.0,242070000.0,,,2023-09-30
27543850.0,230051610.0,257595460.0,2874820000.0,3474749000.0,9791288000.0,13271143000.0,7161692000.0,9791288000.0,5596000.0,9801990000.0,9818915000.0,9801990000.0,,9801990000.0,33857000.0,7414164000.0,820908000.0,230051000.0,230051000.0,6818024000.0,1057917000.0,9112000.0,60152000.0,634291000.0,11745000.0,18637000.0,1712000.0,16925000.0,323720000.0,5760107000.0,94280000.0,26702000.0,3456112000.0,3884000.0,3452228000.0,14329000.0,81118000.0,1679132000.0,35383000.0,4988000.0,26702000.0,1638761000.0,16620014000.0,3698215000.0,249490000.0,293150000.0,1021450000.0,10000000.0,1011450000.0,127572000.0,127572000.0,,10702000.0,10702000.0,1628542000.0,-1211544000.0,2840086000.0,72754000.0,251649000.0,1705741000.0,749901000.0,60041000.0,0.0,12921799000.0,693737000.0,589956000.0,694348000.0,2859027000.0,898018000.0,336616000.0,1624393000.0,343772000.0,4717690000.0,-161037000.0,4878727000.0,3717006000.0,3122673000.0,594333000.0,410000000.0,184333000.0,2023-03-31
