Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Current Deferred Taxes Liabilities
44957224.0,44957224.0,3923900000.0,9060300000.0,3658000000.0,16798200000.0,6987800000.0,3658000000.0,1940100000.0,9678000000.0,14691700000.0,9742300000.0,64300000.0,9678000000.0,9588100000.0,,,89900000.0,89900000.0,21826800000.0,10298800000.0,25600000.0,,,699700000.0,6568900000.0,1555200000.0,5013700000.0,3004600000.0,11528000000.0,2635600000.0,2491400000.0,384900000.0,2106500000.0,,1586800000.0,4160700000.0,,,136000000.0,4024700000.0,31569100000.0,13053300000.0,260800000.0,,124600000.0,51100000.0,51100000.0,,6020000000.0,4670100000.0,1349900000.0,6580900000.0,,6580900000.0,273600000.0,6307300000.0,,,,,18515800000.0,1413900000.0,2100000.0,,,6253600000.0,,,,35200000.0,4328300000.0,,,6482700000.0,3286400000.0,3196300000.0,,,2024-03-31,
44957224.0,44957224.0,5484400000.0,9848800000.0,3552300000.0,17550300000.0,7367800000.0,3552300000.0,1616100000.0,9317600000.0,14882900000.0,9415100000.0,97500000.0,9317600000.0,9227700000.0,,,89900000.0,89900000.0,23201200000.0,10373200000.0,7800000.0,,,783700000.0,6880100000.0,1314800000.0,5565300000.0,2701600000.0,12828000000.0,2784100000.0,2968700000.0,301300000.0,2667400000.0,,1334800000.0,5138400000.0,,,292400000.0,4846000000.0,32616300000.0,12420500000.0,335600000.0,,133000000.0,80800000.0,80800000.0,,5765300000.0,4272400000.0,1492900000.0,6092600000.0,,6092600000.0,186400000.0,5906200000.0,,,,,20195800000.0,2098800000.0,2100000.0,,,6977700000.0,,,,10900000.0,4650900000.0,,,6455400000.0,3707100000.0,2748300000.0,,,2023-09-30,
44957224.0,44957224.0,4854500000.0,9726400000.0,2086700000.0,16009600000.0,6791600000.0,2086700000.0,1757100000.0,8040300000.0,14449500000.0,8152700000.0,112400000.0,8040300000.0,33100000.0,5452300000.0,1792600000.0,89900000.0,89900000.0,25392700000.0,11485700000.0,7800000.0,2836200000.0,0.0,707700000.0,7841100000.0,1431900000.0,6409200000.0,92900000.0,13907000000.0,4272800000.0,1885300000.0,325200000.0,1560100000.0,1134000000.0,656800000.0,6086500000.0,622300000.0,3000000.0,93900000.0,5367300000.0,33545400000.0,12846800000.0,300000.0,410300000.0,117400000.0,100000.0,100000.0,100000.0,5953600000.0,4461000000.0,1492600000.0,6312400000.0,-2100300000.0,8412700000.0,133300000.0,6179100000.0,3647600000.0,4077700000.0,554100000.0,0.0,20698600000.0,201100000.0,0.0,601300000.0,2286800000.0,7709400000.0,1254300000.0,3120600000.0,3334500000.0,2427100000.0,4355300000.0,-279100000.0,4634400000.0,3117600000.0,2800000.0,3114800000.0,0.0,3114800000.0,2023-03-31,
