Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
59668615.0,59668615.0,470100000.0,7920000000.0,8405600000.0,6168500000.0,7920000000.0,327700000.0,8263200000.0,8263200000.0,8263200000.0,0.0,8263200000.0,7964900000.0,298300000.0,298300000.0,2498700000.0,268400000.0,5600000.0,250600000.0,250600000.0,9100000.0,2230300000.0,519500000.0,219500000.0,77100000.0,142400000.0,124100000.0,996100000.0,996100000.0,10761900000.0,2363100000.0,35500000.0,173200000.0,91900000.0,91900000.0,23400000.0,343200000.0,343200000.0,1695800000.0,1695800000.0,11300000.0,1684500000.0,8398800000.0,873300000.0,1800000.0,595900000.0,2316100000.0,4611700000.0,4303900000.0,307800000.0,2023-09-30,,,,,,,,,,,,,,,,,,,
59668615.0,59668615.0,342400000.0,7908800000.0,8284400000.0,6167100000.0,7908800000.0,342400000.0,8284400000.0,8284400000.0,8284400000.0,0.0,8284400000.0,7986100000.0,298300000.0,298300000.0,2443000000.0,322500000.0,4700000.0,280800000.0,280800000.0,32600000.0,2120500000.0,561600000.0,61600000.0,61600000.0,,110500000.0,998100000.0,998100000.0,10727400000.0,2439800000.0,37200000.0,164500000.0,81800000.0,81800000.0,23600000.0,375600000.0,,1755600000.0,1755600000.0,12300000.0,1743300000.0,8287600000.0,827800000.0,2200000.0,657800000.0,2122300000.0,4677500000.0,4540700000.0,136800000.0,2023-03-31,,,,,,,,,,,,,,,,,,,
