Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.34013,2709000000.0,1543700000.0,145400000.0,3377600000.0,2709000000.0,2563600000.0,-224200000.0,224200000.0,1543700000.0,1543700000.0,7553800000.0,32457948.0,32457948.0,47.56,47.56,1543700000.0,1543700000.0,0.0,1543700000.0,1543700000.0,1543700000.0,795700000.0,2339400000.0,135900000.0,-224200000.0,224200000.0,2427700000.0,4176200000.0,2129200000.0,145400000.0,145400000.0,1340900000.0,1340900000.0,6603900000.0,3377600000.0,9981500000.0,9981500000.0,2024-03-31
0.0,0.258047,3253200000.0,2289000000.0,142600000.0,4509700000.0,3253200000.0,3110600000.0,-25500000.0,25500000.0,2289000000.0,2289000000.0,8354500000.0,32463480.0,32463480.0,70.51,70.51,2289000000.0,2289000000.0,0.0,2289000000.0,2289000000.0,2289000000.0,796100000.0,3085100000.0,155800000.0,-25500000.0,25500000.0,2954800000.0,3844800000.0,1913200000.0,142600000.0,142600000.0,1267000000.0,1267000000.0,6799600000.0,4509700000.0,11309300000.0,11309300000.0,2023-12-31
0.0,0.25936,3006600000.0,2106900000.0,143000000.0,4451100000.0,3006600000.0,2863600000.0,-18900000.0,18900000.0,2106900000.0,2106900000.0,8644700000.0,32458789.0,32458789.0,64.91,64.91,2106900000.0,2106900000.0,0.0,2106900000.0,2106900000.0,2106900000.0,737800000.0,2844700000.0,157700000.0,-18900000.0,18900000.0,2705900000.0,4193600000.0,1911600000.0,143000000.0,143000000.0,1534700000.0,1534700000.0,6899500000.0,4451100000.0,11350600000.0,11350600000.0,2023-09-30
0.0,0.267887,2249900000.0,1512400000.0,154100000.0,5775700000.0,2249900000.0,2095800000.0,332100000.0,30000000.0,1512400000.0,1512400000.0,6351000000.0,,,,,1512400000.0,1512400000.0,0.0,1512400000.0,1512400000.0,1512400000.0,553400000.0,2065800000.0,-261100000.0,332100000.0,30000000.0,2136400000.0,575300000.0,-1749400000.0,154100000.0,154100000.0,1731600000.0,1292100000.0,2711700000.0,5775700000.0,8487400000.0,8487400000.0,2023-06-30
0.0,0.3,1637100000.0,1650200000.0,145800000.0,3838900000.0,1637100000.0,1491300000.0,-35700000.0,35700000.0,1650200000.0,1650200000.0,7466200000.0,32458694.0,32458694.0,50.84,50.84,1650200000.0,1650200000.0,0.0,1650200000.0,1650200000.0,1650200000.0,-194600000.0,1455600000.0,144400000.0,-35700000.0,35700000.0,1346900000.0,3627300000.0,1938700000.0,145800000.0,145800000.0,1065300000.0,1065300000.0,4974200000.0,3838900000.0,8813100000.0,8813100000.0,2023-03-31
,,,,,,,,,,,,,32462838.0,32462838.0,63.91,63.91,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.278055,1256000000.0,810600000.0,134000000.0,3803500000.0,1256000000.0,1122000000.0,800000.0,-800000.0,810600000.0,810600000.0,8095100000.0,,,,,810600000.0,810600000.0,0.0,810600000.0,810600000.0,810600000.0,312200000.0,1122800000.0,73100000.0,800000.0,-800000.0,1179200000.0,4291600000.0,1992400000.0,134000000.0,134000000.0,1537100000.0,1537100000.0,5470800000.0,3803500000.0,9274300000.0,9274300000.0,2024-06-30 00:00:00
